"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Sommer vorm Balkon (DE)
Summer in Berlin (EN)
Kalokairi sto Verolino (EL)
Verano en Berlin (ES)
Verano en Berlín (ES)
Verano en el balcón (ES)
Un été à Berlin (FR)
Nyár Berlinben (HU)
Lato w Berlinie (PL)
Verão em Berlim (PT)
Verão em Berlim (PT)
Лето на балконе (RU)
Sommer vorm Balkon (XX)
Summer in Berlin (XX)";"DE";"2005";"Andreas Dresen";"1 066 449"
"Die wilden Hühner und das Leben (DE)
The Wild Chicks and Life (EN)
Die wilden Hühner 3 (DE)
Die wilden Hühner auf Klassenfahrt (DE)
Die Wilden Hühner und das Leben (DE)
Las nenas salvajes y la vida (ES)
Charlotte et sa bande 3 : vers l'âge adulte (FR)
Charlotte et sa bande : vers l'âge adulte (FR)
A vad tyúkok és az élet (HU)
Le galline selvatiche e la vita (IT)
De wilde kippenclub voor altijd (NL)";"DE";"2009";"Vivian Naefe";"1 062 677"
"Als Hitler das rosa Kaninchen stahl (DE)
Als Hitler das rosa Kaninchen stahl (EN)
When Hitler Stole Pink Rabbit (EN)
Als Hitler das rosa Kaninchen stahl (DE)";"DE / CH";"2019";"Caroline Link";"1 055 426"
"Nackt (DE)
Голи (BG)
Desnudos (ES)
Meztelenkedés (HU)
Nadzy (PL)
Nus (PT)
Обнаженные (RU)
Ciplak (TR)
Nackt (XX)
Le défi (XX)
Naked (XX)";"DE";"2002";"Doris Dörrie";"1 053 875"
"Der Herr der Diebe (DE)
The Thief Lord (EN)
El principe de los ladrones (ES)";"DE / LU / GB";"2005";"Richard Claus";"1 052 755"
"Pettersson und Findus - Kleiner Quälgeist, große Freundschaft (DE)
Pettson and Findus - A Little Nuisance, A Great Friendship (EN)
Петсън и Финдъс (BG)
Peddersen & Findus - Den lille drillepind (DA)
Pettson ja Findus – väike tüütus, suur sõprus (ET)
Pettson ja Findus - väike tüütus, suur sõprus (ET)
Viiru ja Pesonen: Pikkukepposia ja suurta ystävyyttä (FI)
Pettson & Findus - roligheter (FI)
Pettson & Picpus (FR)
Gubben og Katten: Masekråker og bestevenner (NO)
Петсон и Финдус: Маленький мучитель -... (RU)
Pettson & Findus - Roligheter (SV)
FIRILDAK KEDİ (TR)
Pettersson und Findus - Kleiner Quälgeist, große Freundschaft (XX)
Pettson and Findus: A Little Nuisance, a Great Friendship (XX)";"DE";"2014";"Ali Samadi Ahadi";"1 048 649"
"Tschick (DE)
Βερολίνο, αντίο (EL)
Goodbye Berlín (ES)
Goodbye Berlin (FR)
Tschick (FR)
Begam is Berlyno (LT)
Goodbye Berlin (PL)
Tschick (PT)
Гуд бай, Берлин! (RU)
Elveda Berlin (TR)";"DE";"2016";"Fatih Akin";"1 035 317"
"Die Geschichte vom Brandner Kaspar (DE)";"DE";"2008";"Joseph Vilsmaier";"1 027 014"
"Die Vampirschwestern (DE)
Vampire Sisters (EN)
Las hermanas vampiresas (ES)
Las hermanas vampiras (ES)
Õed vampiirid (ET)
Sorelle vampiro - Vietato mordere! (IT)
Vampierzusjes (NL)
Siostry wampirki (PL)
As Irmãs Vampiras (PT)
Семейка вампиров (RU)
Vampyrsystrar (SV)
Vampir Kiz Kardesler (TR)
Сiмейка вампiрiв (UK)
Die Vampirschwestern (XX)
Vampierzusjes (XX)
Vampire Sisters (XX)";"DE";"2012";"Wolfgang Groos";"1 024 138"
"Vier Minuten (DE)
Чeтири минути (BG)
Čtyři minuty (CS)
Nur für Mozart (DE)
Se 4 lepta (EL)
Se tessera lepta (EL)
Cuatro minutos (ES)
Neljä minuuttia (FI)
Quatre minutes (FR)
Négy perc (HU)
Quattro minuti (IT)
Cztery minuty (PL)
4 Minutos (PT)
Quatro Minutos (PT)
Quatro Minutos (PT)
Чeтыре минуты (RU)
4 Minuty (SK)
Četvrti minut (SR)
Vier Minuten (XX)
Arba dakot (XX)
4 Minutes (XX)
Four Minutes (XX)";"DE";"2006";"Chris Kraus";"1 010 887"
"Hilfe, ich hab meine Eltern geschrumpft (DE)
Help, I Shrunk My Parents (EN)
Hilfe, ich hab meine Eltern geschrumpft (DE)
Au secours! J'ai rétréci mes parents (FR)
Aiuto, ho ristretto mamma e papà (IT)
Hatzilou! Kivatzti et ha'horim (IW)
Help, mijn ouders zijn gekrompen (NL)
Ratunku, zmniejszylem rodziców (PL)";"DE";"2018";"Tim Trageser";"1 008 051"
"Hanni & Nanni 3 (DE)
De dolle tweeling 3 (NL)
Hanni & Nanni 3 (XX)";"DE";"2013";"Dagmar Seume";"1 004 630"
"Der Räuber Hotzenplotz (DE)
Röövel Hotzenplotz (ET)
Hotzenplotz, a rabló (HU)
Der Räuber Hotzenplotz (XX)
The Robber Hotzenplotz (XX)";"DE";"2006";"Gernot Roll";"998 705"
"Grießnockerlaffäre (DE)
The Dumpling Affair (EN)";"DE";"2017";"Ed Herzog";"994 124"
"Die Drei ??? - Das Geheimnis der Geisterinsel (DE)
The Three Investigators and the Secret of Skeleton Island (EN)
T3I: The Three Investigators and the Secret of Skeleton Island (EN)
Тримата детективи в тайната на Остро... (BG)
Die drei ??? - Das Geheimnis der Geisterinsel (DE)
Die drei Fragezeichen und das Geheimnis der Geisterinsel (DE)
Los tres investigadores y el secreto de la isla esqueleto (ES)
Les trois jeunes détectives: Le secret de l'île aux fantômes (FR)
T3I - A Csontváz-sziget (HU)
Три сыщика и тайна острова Скелетов (RU)
The Three Investigators and the Secret of Skeleton Island (XX)
Les trois jeunes détectives: le secret de l'île aux fantômes (XX)";"DE";"2007";"Florian Baxmeyer";"988 848"
"Barbara (DE)
Barbara (DA)
Barbara (EL)
Barbara (ES)
Barbara (FR)
Barbara (HU)
La Scelta Di Barbara (IT)
La scelta di Barbara (IT)
Barbara (LV)
Barbara (PL)
Bárbara (PT)
Barbara (PT)
Барбара (RU)
Barbara (SV)
Barbara (TR)
Барбара (UK)
Barbara (XX)
Barbara (XX)
Barbara (XX)
Bárbara (XX)";"DE";"2012";"Christian Petzold";"987 275"
"Mein Blind Date mit dem Leben (DE)
My Blind Date with Life (EN)
Cita a ciegas con la vida (ES)
My blind date with life (FR)
Moj Blind Date (HR)
Vakrandim az élettel (HU)
Randka w ciemno z życiem (PL)
Uma Vontade Cega (PT)
De Encontro com a Vida (PT)
De Encontro Com a Vida (PT)
Не/смотря ни на что (RU)
Moj zmenek na slepo (SL)
Moj zmenek na slepo z zivljenjem (SL)
Mein Blind Date mit dem Leben (XX)
My Blind Date with Life (XX)";"DE";"2017";"Marc Rothemund";"983 955"
"Hanni & Nanni (DE)
Hanni y Nanni (ES)
De Dolle Tweeling (NL)
Hanni si Nanni (RO)
Hanni & Nanni (XX)";"DE";"2010";"Christine Hartmann";"980 597"
"Die wilden Kerle (DE)
Die wilden Kerle - alles ist gut, solange du wild bist! (DE)
Die Wilden Kerle: Alles ist gut, solange du wild bist! (DE)
La panda del patio (ES)
Las fieras fútbol club (ES)
Csak az a foci (HU)
De wilde Bende (NL)
De wilde bende (NL)
Os Rebeldes da Bola - O Início (PT)
Сорванцы (RU)
Navihana druščina 1. del (SL)
Die Wilden Kerle: Alles ist gut, solange du wild bist! (XX)
Les Football Kings (XX)
The Wild Guys: All Is Well, So Long as You Are Wild! (XX)";"DE";"2003";"Joachim Masannek";"972 544"
"Wir sind die Neuen (DE)
Мы - новое (RU)
Mi smo novi (SR)
Wir sind die Neuen (XX)";"DE";"2014";"Ralf Westhoff";"965 452"
"Urmel voll in Fahrt (DE)
Impy's Wonderland (EN)
Urmel im Wunderland (DE)
La isla maravillosa de Impy (ES)
Dino seikkailee (FI)
Le monde merveilleux d'Impy (FR)
Le monde merveilleux de Impy (FR)
Velika Avantura Malog Dinosaura (HR)
Velika avantura malog dinosaura (HR)
Impy csodálatos világa (HU)
Impy Superstar - Missione Luna Park (IT)
Dino i full fart (NO)
Wyspa dinozaura 2 (PL)
Impy na Terra da Magia (PT)
Tô de Férias 2 (PT)
Impy in Tara Minunilor (RO)
På äventyr med Dino (SV)
Sevimli Dinozor Tatilde (TR)
Sevimli dinozor tatilde (TR)
Urmel voll in Fahrt (XX)
Impy's Wonderland (XX)";"DE";"2008";"Holger Tappe
Reinhard Klooss";"963 475"
"Hanni & Nanni 2 (DE)
Hanni and Nanni 2 (EN)
Hanni & Nanni II (DE)
Hanni und Nanni 2 (DE)
Hanni und Nanni II (DE)
De dolle tweeling 2 (NL)
Ханни и Нанни 2 (RU)
Hanni & Nanni 2 (XX)";"DE";"2012";"Julia von Heinz";"963 376"
"Bella Martha (IT)
Mostly Martha (EN)
Марта (BG)
3 Sterne (DE)
Drei Sterne (DE)
Bella Martha (DE)
Martha (DE)
Bella Martha (EL)
Martha (EL)
Deliciosa Martha (ES)
Bella Martha (ES)
Kaikilla mausteilla (FI)
Chère Martha (FR)
Ricette d'amore (IT)
Martha no shiawase recipe (JA)
Tylko Marta (PL)
Simplesmente Martha (PT)
Bela Marta (PT)
Неотразимая Марта (RU)
Bolca Martha (TR)
Непереборна Марта (UK)
Bella Martha (XX)
Mostly Martha (XX)";"DE / AT / CH";"2001";"Sandra Nettelbeck";"953 715"
"Schule (DE)
Suliból buliba, avagy újabb hangyák a gatyában (HU)
Школа (RU)
Schule (XX)
No More School (XX)";"DE";"2000";"Marco Petry";"950 494"
"Rosenstraße (DE)
Розенщрасе (BG)
Rosenstrasse (DE)
The Women of Rosenstrasse (DE)
La calle de las Rosas (ES)
Ruusujenkatu (FI)
Kvinnorna på Rosenstrasse (FI)
Rosenstrassen naiset (FI)
Ruusujen katu (FI)
Rosenstrasse (FR)
As Mulheres da Rosenstrasse (PT)
Розенштрассе (RU)
Kvinnorna pa Rosenstrasse (SV)
Kvinnorna på Rosenstrasse (SV)
Rosenstrasse (XX)";"DE / NL";"2003";"Margarethe von Trotta";"941 349"
"Otto's Eleven (DE)
Одиннадцать друзей Отто (RU)
Otto's Eleven (XX)";"DE";"2010";"Sven Unterwaldt Jr.";"936 793"
"Das Pubertier (DE)
Teenosaurus Rex (EN)
Das Pubertier - Der Film (DE)
Das Pubertier (XX)
Teenosaurus Rex (XX)";"DE";"2017";"Leander Haußmann";"930 587"
"Die Mannschaft (DE)
The Team (EN)
Команда (RU)
Die Mannschaft (XX)
The Team (XX)";"DE";"2014";"Martin Christ
Jens Gronheid
Ulrich Voigt";"921 925"
"Neues vom Wixxer (DE)
Безумцы из Скотланд-Ярда (RU)
Neues vom Wixxer (XX)
The Vexxer (XX)";"DE";"2007";"Cyrill Boss
Philipp Stennert";"920 348"
"Lammbock (DE)
Lammbock - Shit Happens (DE)
Lammbock - Alles in Handarbeit (DE)
Lammbock - Shit happens (DE)
Allô pizza (FR)
Лэммбок - всё ручной работы (RU)
Lammbock (XX)";"DE";"2001";"Christian Zübert";"913 182"
"Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler (DE)
Mein Führer: The Truly Truest Truth About Adolf Hitler (EN)
My Führer (EN)
Muj vudce - Skutecne skutecná skutecnost o Adolfu Hitlerovi (CS)
Mein Führer - den ægte, sandeste sandhed om Hitler (DA)
Mi führer (ES)
Mein Führer (ES)
Mon Führer - La vraie véritable histoire d'Adolphe Hitler (FR)
A véresen valódi valóság Adolf Hitlerről (HU)
Mein FÜhrer - La veramente vera verita' su Adolf Hitler (IT)
Mein Führer - La veramente vera verità su Adolf Hitler (IT)
The Truly Truest Truth About Adolf Hitler (JA)
Waga oshiego Hitorâ (JA)
Mein Führer - Den absolutt sanneste sannheten om Adolf Hitler (NO)
Adolf H. - Ja wam pokaze! (PL)
Minha Quase Verdadeira História (PT)
Adevarul despre Adolf Hitler (RO)
Adolf Hitler (RO)
Conducatorul meu: Adevarul gol-golut despre Adolf Hitler (RO)
Мой Фюрер, или Самая правдивая правд�... (RU)
Môj vodca: Skutocne skutocná skutocnost o Adolfovi Hitlerovi (SK)
Moj Hitler (SL)
Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler (XX)
Mi Führer (XX)
Mein Führer: The Truly Truest Truth About Adolf Hitler (XX)";"DE";"2007";"Dani Levy";"910 661"
"Im Labyrinth des Schweigens (DE)
Labyrinth of Lies (EN)
Лабиринт от лъжи (BG)
Tavshedens labyrint (DA)
Ο λαβύρινθος της σιωπής (EL)
La conspiración del silencio (ES)
Laberinto de mentiras (ES)
Laberinto de mentiras (ES)
En labyrint av lögner (FI)
Labyrinth of lies (FI)
Valheiden labyrintti (FI)
Le labyrinthe du silence (FR)
Labirint lazi (HR)
A hallgatás útvesztője (HU)
Il labirinto del silenzio (IT)
Labyrinth of Lies (NO)
Labirynt klamstw (PL)
Labirinto de Mentiras (PT)
Labirinto de Mentiras (PT)
Labirintul minciunilor (RO)
В лабиринте молчания (RU)
En labyrint av lögner (SV)
Yalan Labirenti (TR)
Im Labyrinth des Schweigens (XX)
Le labyrinthe du silence (XX)
Le labyrinthe du silence (XX)
Mavokh ha'shkarim (XX)
Labyrinth of Lies (XX)";"DE";"2014";"Giulio Ricciarelli";"909 711"
"Ostwind - Zusammen sind wir frei (DE)
Ostwind (DE)
Ostwind - Grenzenlos frei (DE)
Ostwind (ES)
Whisper - Libres comme le vent (FR)
A menedék (HU)
Windstorm - Liberi nel vento (IT)
Stormwind (NL)
Wicher (PL)
Livres Como o Vento (PT)
Восточный ветер (RU)
Windstorm (SV)
Ostwind (XX)
Whisper - Libres comme le vent (XX)
Windstorm (XX)";"DE";"2013";"Katja von Garnier";"908 015"
"The Collini Case (DE)
The Collini Case (EN)
Der Fall Collini (DE)
The Collini Case (ES)
L'affaire Collini (FR)
The Collini Case (IT)
The Collini Case (JA)
Дело Коллини (RU)
Zločin brez krivde: primer Collini (SL)
Slučaj Kolini (SR)
Справа Колліні (UK)";"DE";"2019";"Marco Kreuzpaintner";"896 658"
"Die große Stille (DE)
Into Great Silence (EN)
Den store stilhed (DA)
Sti megali siopi (EL)
El Gran Silencio (ES)
En El Gran Silencio (ES)
Dentro del gran silencio (ES)
El gran silencio (ES)
El gran silencio (ES)
Den djupa tystnaden (FI)
Suuri hiljaisuus (FI)
Le grand silence (FR)
A Nagy Csend (HU)
A nagy csend (HU)
Il Grande Silenzio (IT)
Il grande silenzio (IT)
Into Great Silence (KO)
Wielka cisza (PL)
O Grande Silêncio (PT)
Великое безмолвие (RU)
Potpuna tišina (SR)
Die große Stille (XX)
Into Great Silence (XX)";"DE / CH / FR";"2005";"Philip Gröning";"882 021"
"Rico, Oskar und die Tieferschatten (DE)
The Pasta Detectives (EN)
Rico a Oskar, malí detektivové (CS)
Rico, oscar y las sombras profundas (ES)
Rico et Oscar: mystère et rigatoni (FR)
Rico & Oscar et le secret des ombres mystères (FR)
Rico et Oscar (FR)
Rico és Oscar, a tésztadetektívek (HU)
Rico, Oskar en de spookschaduwen (NL)
Rico, Oskar i glebocienie (PL)
Рико, Оскар и тени темнее тёмного (RU)
Rico, Oskar und die Tieferschatten (XX)
The Pasta Detectives (XX)";"DE";"2014";"Neele Leana Vollmar";"878 262"
"Till Eulenspiegel (DE)
Jester Till (EN)
Veijari Till (FI)
Tyl l'espiègle (FR)
Tijl Uilenspiegel (NL)
Skøyeren Till (NO)
Skojaren Till (SV)
Till Eulenspiegel (XX)
Tijl Uilenspiegel (XX)
Jester Till (XX)";"DE / BE / GB";"2003";"Eberhard Junkersdorf";"872 386"
"Wo ist Fred!? (DE)
Where is Fred? (EN)
В ред ли е Фред!? (BG)
Kde je Fred? (CS)
Special (DE)
Wo ist Fred? (DE)
Dónde está Fred? (ES)
Hol van Fred? (HU)
Yojeolboktong Fredeui Sarang Chatghi (KO)
Gdzie jest Fred? (PL)
На колесах (RU)
Де Фред? (UK)
Wo ist Fred? (XX)
Where Is Fred!? (XX)";"DE";"2006";"Anno Saul";"864 064"
"Vollidiot (DE)
Tökhülye (HU)
Полный идиот (RU)
Vollidiot (XX)
Complete Idiot (XX)";"DE";"2007";"Tobi Baumann";"859 683"
"Pettersson und Findus - Findus zieht um (DE)
Peddersen og Findus - Findus flytter hjemmefra (DA)
Pettersson und Findus 3 - Findus zieht um (DE)
Gubben og Katten - Findus flytter ut (NO)
Pettson och Findus - Findus flyttar hemifrån (SV)";"DE";"2018";"Ali Samadi Ahadi";"855 616"

"Search the database for a film using one or several criterias - Search results"
" - title : "
" - production_year_begin : 2000"
" - production_year_end : 2021"
" - admission_year_begin : ----"
" - admission_year_end : ----"
" - director : "
" - producing_country_id : Germany  (DE)"
