"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Diarios de Motocicleta (ES)
The Motorcycle Diaries (EN)
Мотоциклетни дневници (BG)
Motocyklové deníky (CS)
Motorcykel Dagbog (DA)
Motorcykeldagbog (DA)
Die Reise des Jungen Che (DE)
Die Reise des jungen Che (DE)
Die Reise des jungen Che (DE)
Imerologia motosikletas (EL)
Ημερολόγια Μοτοσυκλέτας (EL)
Diarios de motocicleta (ES)
Diarios de motocicleta (ES)
Diarios de motocicleta (ES)
Moottoripyöräpäiväkirja (FI)
Carnets de voyage (FR)
Voyage à motocyclette (FR)
Dnevnik s motocikla (HR)
Che Guevara: A motoros naplója (HU)
I diari della motocicletta (IT)
Motociklininko dienoraštis (LT)
Motorsykkeldagbøkene (NO)
Dzienniki Motocyklowe (PL)
Dzienniki motocyklowe (PL)
Diários de Che Guevara (PT)
Diários de Motocicleta (PT)
Jurnal de calatorie (RO)
Че Гевара: Дневники мотоциклиста (RU)
Motocyklové denníky (SK)
Motoristov dnevnik (SL)
Dnevnik motocikliste (SR)
Dagbok Från En Motorcykel (SV)
Dagbok från en motorcykel (SV)
Motosiklet Günlüğü (TR)
Motosiklet günlügü (TR)
Щоденники мотоциклiста (UK)
Diarios de Motocicleta - The Motorcycle Diaries (XX)
Diarios de motocicleta (XX)
Carnets de voyage (XX)
The Motorcycle Diaries (XX)";"US / DE / GB / AR / CL / PE / FR";"2004";"Walter Salles";"3 429 160"
"Dancer in the Dark (EN)
Танцьорка в мрака (BG)
Tanec v temnotách (CS)
Dancer in the Dark (DA)
Taps (DA)
Horevontas sto skotadi (EL)
Χορεύοντας στο σκοτάδι (EL)
Bailar en la oscuridad (ES)
Bailarina en la oscuridad (ES)
Bailando en la oscuridad (ES)
Tantsija pimeduses (ET)
Dancer in the Dark (FI)
Danser dans le noir (FR)
Dancer in the Dark (FR)
Tancos a sötétben (HU)
Táncos a sötétben (HU)
Myrkradansarinn (IS)
Sokeja tamsoje (LT)
Dancer in the Dark (NO)
Tanczac w ciemnosciach (PL)
Dançando no Escuro (PT)
Dancer in the Dark (PT)
Dansand Cu Noaptea (RO)
Dansând cu noaptea (RO)
Танцующая в темноте (RU)
Tanecnica v tme (SK)
Plesalka v temi (SL)
Ples u tami (SR)
Karanlikta dans (TR)
Та, що танцюe у пiтьмi (UK)
Dancer in the Dark (XX)
Danser dans le noir (XX)
Raghsandeh dar tariki (XX)";"DK / FR / SE / DE / NO / NL / IS";"2000";"Lars von Trier";"3 412 921"
"Hotel for Dogs (EN)
Хотел за кучета (BG)
Hotel pro psy (CS)
Hundehotellet (DA)
Das Hundehotel (DE)
Xenodoheio gia skylous (EL)
Hotel para perros (ES)
Koerte hotell (ET)
Koirahotelli (FI)
Palace pour chiens (FR)
Hotel Za Pse (HR)
Hotel za pse (HR)
Kutyaszálló (HU)
Hotel Bau (IT)
Šunu viešbutis (LT)
Viesnīca Suņiem (LV)
Hondenhotel (NL)
Hundehotellet (NO)
Hotel Dla Psow (PL)
Hotel dla psów (PL)
Hotel Para Cães (PT)
Um Hotel Bom pra Cachorro (PT)
Hotel para Cães (PT)
Hotel Pentru Catei (RO)
Hotel pentru catei (RO)
Отель для собак (RU)
Hotel pre psov (SK)
Hotel Za Pse (SL)
Hotel za pse (SL)
Hotel za pse (SR)
Hundpensionatet (SV)
Köpek oteli (TR)
Готель для собак (UK)
Hotel for Dogs (XX)
Palace pour chiens (XX)
Beyt malon lihlavim (XX)";"US / DE";"2009";"Thor Freudenthal";"3 373 263"
"Carnage (EN)
God of Damage (EN)
God of Carnage (EN)
Касапница (BG)
Un dèu salvatge (CA)
Bůh masakru (CS)
Buh masakru (CS)
Carnage (DA)
Der Gott des Gemetzels (DE)
O theos tis sfagis (EL)
Ο θεός της σφαγής (EL)
Un dios salvaje (ES)
¿Sabes quién viene? (ES)
¿Sabes quien viene? (ES)
Un déu salvatge (ES)
¿Sabes quien viene? (ES)
¿Sabes quién viene? (ES)
¿Sabes quien viene? (ES)
Tapatalgud (ET)
Ylilyönti (FI)
Carnage (FR)
Bračne svađe (HR)
Az Öldöklés Istene (HU)
Az öldöklés istene (HU)
Zhleta (KA)
Kivirčas (LT)
Asinspirts (LV)
Masakar (MK)
Blodig alvor (NO)
Rzeź (PL)
Rzez (PL)
O Deus da Carnificina (PT)
Deus da Carnificina (PT)
Doamne... Ce Macel! (RO)
Doamne ... ce macel! (RO)
Резня (RU)
Masaker (SL)
Krvoproliće (SR)
Carnage (SV)
Acimasiz Tanri (TR)
Рiзанина (UK)
Carnage (XX)
Carnage (XX)
Elohey ha'ketel (XX)
Un Dios salvaje (XX)";"FR / DE / PL / ES";"2011";"Roman Polanski";"3 348 255"
"Hostage (EN)
Заложник (BG)
Rukojmí (CS)
Hostage - Entführt (DE)
Dipli omiria (EL)
Διπλή ομηρεία (EL)
Bajo amenaza (ES)
Hostage (ES)
Bajo amenaza (ES)
Panttivanki (FI)
Otages de la peur (FR)
Otage (FR)
Talac (HR)
Túszdráma (HU)
Mdzevali (KA)
Ikaitas (LT)
Kīlnieks (LV)
Osaczony (PL)
Hostage - Reféns (PT)
Refém (PT)
Ostaticul (RO)
Ostatec (RO)
Заложник (RU)
Rukojemník (SK)
Talec (SL)
Talac (SR)
Gisslan (SV)
Rehine (TR)
Заручник (UK)
Hostage (XX)
Hostage (XX)
Otages de la peur (XX)
Gerogan (XX)";"US / DE";"2005";"Florent-Emilio Siri";"3 270 062"
"Maya the Bee Movie (EN)
Пчеличката Мая: Филмът (BG)
Včelka Mája (CS)
Bien Maja (DA)
Die Biene Maja - Der Film (DE)
Biene Maja - Freundschaft ist dicker als Honig (DE)
Die Biene Maja - Der Kinofilm (DE)
Μάγια η μέλισσα: Η ταινία (EL)
La abeja Maya: La película (ES)
La Abeja Maya - La película (ES)
L'abella Maia (ES)
La abeja Maya (ES)
Maija Mehiläinen (FI)
La Grande Aventure De Maya L'abeille (FR)
La Grande aventure de Maya l'abeille (FR)
Pcelica Maja (HR)
Maja, A Méhecske - A Mozifilm (HU)
Maja, a méhecske - A mozifilm (HU)
L'ape Maia - Il film (IT)
Pčelica Maja (ME)
Пчеличката Маја (MK)
Maya: De eerste vlucht (NL)
Maya: Eerste vlucht (NL)
Bien Maja på eventyr (NO)
Pszczółka Maja. Film (PL)
Pszczólka Maja: Film (PL)
Abelha Maia - O Filme (PT)
Albinuta Maya. Filmul (RO)
Пчёлка Майя (RU)
Cebelica Maja (SL)
Pčelica Maja (SR)
Biet Maya (SV)
Maya the Bee Movie (SV)
Ari Maya (TR)
Бджiлка Майя (UK)
Pčelica Maja (XX)
Maya the Bee Movie (XX)
Maya - Eerste vlucht (XX)
Ha'dvora Maya - ha'seret (XX)
La abeja maya (XX)";"DE / AU";"2014";"Alexs Stadermann";"3 251 985"
"La belle et la bête (FR)
Красавицата и звярат (BG)
Kráska a zvíře (CS)
Die Schöne und das Biest (DE)
I pentamorfi kai to teras (EL)
Η πεντάμορφη και το τέρας (EL)
La Bella y la Bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La Bella y La Bestia (ES)
Kaunitar ja koletis (ET)
Kaunotar ja Hirviö (FI)
A Szépség És A Szörnyeteg (HU)
A szépség és a szörnyeteg (HU)
La bella e la bestia (IT)
Gražuolė ir pabaisa (LT)
Gražuole ir pabaisa (LT)
Skaistule un briesmonis (LV)
Ljepotica i zvijer (ME)
Убавицата и ѕверот (MK)
Belle en het Beest (NL)
Skjønnheten og udyret (NO)
Piekna i bestia (PL)
A Bela e a Fera (PT)
Красавица и чудовище (RU)
E Bukura dhe Bisha (SQ)
Lepotica i zver (SR)
Skönheten och odjuret (SV)
Güzel ve Çirkin (TR)
Красуня та чудовисько (UK)
La bella y la bestia (XX)
Lepotica i zver (XX)
La belle et la bête (XX)
La Belle et la Bête (XX)
Beauty and the Beast (XX)";"FR / DE";"2014";"Christophe Gans";"3 223 877"
"Inkheart (EN)
Ink Heart (EN)
Мастилено сърце (BG)
Inkoustové srdce (CS)
Tintenherz (DE)
O melanokardos (EL)
Ο μελανόκαρδος (EL)
Corazon De Tinta (ES)
Corazón de tinta (ES)
Corazón de tinta (ES)
El libro mágico (ES)
Corazón de tinta (ES)
Mustesydän (FI)
Coeur d'encre (FR)
Srce Od Tinte (HR)
Srce od tinte (HR)
Tintaszív (HU)
Inkheart - La leggenda di cuore d'inchiostro (IT)
Inkheart - La leggenda di Cuore d'inchiostro (IT)
Rašalo širdis (LT)
Blekkhjerte (NO)
Atramentowe serce (PL)
Inkheart - coração de tinta (PT)
Coração de Tinta: O Livro Mágico (PT)
Coração de Tinta (PT)
Inima de Cerneala (RO)
Inima de cerneala (RO)
Чeрнильное сердце (RU)
Atramentové srdce (SK)
Srce iz Črnila (SL)
Srce iz crnila (SL)
Srce od mastila (SR)
Bläckhjärta (SV)
Mürekkep yürek (TR)
Inkheart (XX)
Coeur d'encre (XX)
Lev shel dyo (XX)";"US / GB INC / DE";"2008";"Iain Softley";"3 210 328"
"La rafle (FR)
The Round Up (EN)
La Rafle (EN)
Хайка (BG)
Хайката (BG)
Beslutningen (DA)
Die Kinder von Paris (DE)
Ti nyhta pou hathikan ta asteria (EL)
To astro tou fovou (EL)
Τη Νύχτα που Χάθηκαν τα Αστέρια (EL)
La redada (ES)
Los niños de la esperanza (ES)
I gryningens timmar (FI)
Pariisin vainotut (FI)
Vel' d'Hiv' (FR)
Racija (HR)
Vento Di Primavera (IT)
Vento di primavera (IT)
Razzia (NL)
Utryddelsen (NO)
Oblawa (PL)
As Crianças de Paris (PT)
Amor e Ódio (PT)
Copiii Parisului (RO)
Razia (RO)
Облава (RU)
Racija (SR)
I gryningens timmar (SV)
Isgal (TR)
La rafle (XX)
Razzia (XX)
The Roundup (XX)
Nekudat Isuf (XX)
The Round Up (XX)";"FR / DE / HU";"2010";"Rose Bosch";"3 106 215"
"Lucky Number Slevin (EN)
The Wrong Man (EN)
Lucky Number S7evin (EN)
Lucky # Slevin (EN)
Късметът на Слевин (BG)
Nabít a zabít (CS)
Nabit a zabit (CS)
Lucky Number Slevin (DE)
To stoihima tou Slevin (EL)
Το στοίχημα του Σλέβιν (EL)
El Caso Slevin (ES)
7, el número equivocado (ES)
7, el número equivocado (ES)
El caso Slevin (ES)
Asesino a sueldo (ES)
7, el número equivocado (ES)
Õnneseen Slevin (ET)
Slevin (FR)
Bonne chance Slevin (FR)
Opaki igrači (HR)
Alvilági játékok (HU)
Slevin - Patto criminale (IT)
Laimingas skaičius kitas (LT)
Slevina laimīgais skaitlis (LV)
Zabójczy Numer (PL)
Zabójczy numer (PL)
Ha dias de azar (PT)
Xeque-Mate (PT)
Há Dias de Azar (PT)
Slevin:Nevinovat Cu Ghinion (RO)
Slevin: Nevinovat cu ghinion (RO)
Счастливое число Слевина (RU)
Nabit' a zabit' (SK)
Nabit a zabit (SK)
Srečnež Slevin (SL)
Srecnez Slevin (SL)
Dobitna kombinacija (SR)
Sansli slevin (TR)
Щасливе число Слевiна (UK)
Lucky Number Slevin (XX)
Bonne chance Slevin (XX)
Laharog et ha'mazal (XX)
7, el número equivocado (XX)";"US / DE / GB";"2006";"Paul McGuigan";"3 101 468"
"Jarhead (EN)
Снайперисти (BG)
Mariňák (CS)
Jarhead - Willkommen im Dreck (DE)
Syrriza (EL)
Σύρριζα (EL)
El Infierno espera (ES)
Soldado anónimo (ES)
Jarhead - El infierno espera (ES)
Soldado anónimo (ES)
Soldado anónimo (ES)
Kahuriliha (ET)
Merijalkaväen mies (FI)
Jarhead la fin de l'innocence (FR)
Jarhead - La fin de l'innocence (FR)
Gušteri (HR)
Bőrnyakúak (HU)
Jarhead (IT)
Desantininkai (LT)
Podpauris (LV)
Jarhead (NO)
Jarhead: Żołnierz Piechoty Morskiej (PL)
Jarhead: Żołnierz piechoty morskiej (PL)
Maquina Zero (PT)
Soldado Anônimo (PT)
Máquina Zero (PT)
Jarhead-Puscasi Marini (RO)
Puscasi marini (RO)
Морпехи (RU)
Mariňák (SK)
Marinec (SL)
Marinac (SR)
Jarhead (TR)
Kavanoz Kafa (TR)
Jarhead (XX)
Jarhead (XX)";"US / DE";"2005";"Sam Mendes";"3 081 243"
"Pompeii (EN)
Помпей (BG)
Pompeje (CS)
Pompeji (DA)
Pompeii (DE)
Fotia pano apo tin Pompiia (EL)
Φωτιά πάνω από την Πομπηία (EL)
Pompeya (ES)
Pompeii: La furia del volcán (ES)
Pompeji (FI)
Pompéi (FR)
Pompeji (HR)
Pompeji (HU)
Pompei (IT)
Pompeii (IW)
Pompėja (LT)
Pompeja (LT)
Pompeji (LV)
Pompeja (ME)
Pompeje (PL)
Pompeia (PT)
Pompeii 3D (RO)
Помпеи (RU)
Pompeja (SR)
Pompeii (TR)
Помпеi (UK)
Помпеii (UK)
Pompeii (XX)
Pompéi (XX)
Pompeii (XX)
Pompeii: La furia del volcán (XX)";"US / DE / CA";"2014";"Paul W.S. Anderson";"3 056 159"
"Barnyard (EN)
Barnyard: The Original Party Animals (EN)
Фермата на Бернар (BG)
Koslænget (DA)
Der tierisch verrückte Bauernhof (DE)
Farma story (EL)
El Corral - Una Fiesta muy Bestia (ES)
La granja (ES)
El corral: Una fiesta muy bestia (ES)
La Granja (ES)
La granja (ES)
Tallipihan bilehileet (FI)
La ferme en folie (FR)
Patatanya (HU)
Pata tanya: Baromi buli (HU)
Il cortile (IT)
Barnyard - Il cortile (IT)
Barnyard: een beestenboel! (NL)
Beestenboel (NL)
Den ville låvefesten (NO)
Krowy na wypasie (PL)
Balbúrdia na Quinta (PT)
O Segredo dos Animais (PT)
Grajdul vesel (RO)
Рога и копыта (RU)
Dvorište (SR)
Bondgården (SV)
Parti Hayvanlari (TR)
Роги та копита (UK)
Barnyard (XX)
La ferme en folie (XX)";"US / DE";"2006";"Steve Oedekerk";"3 052 127"
"Lissi und der Wilde Kaiser (DE)
Lissi and the Wild Emperor (EN)
Sissi a Yetti (CS)
Lissi und der wilde Kaiser (DE)
Lissy, i klemmeni aftokrateira (EL)
El Reino de los Chiflados (ES)
El reino de los chiflados (ES)
Lizzy És Yeti - Egy Király Sztori (HU)
Lizzi & Yeti - Egy király sztori (HU)
Lissy - Principessa alla riscossa (IT)
Lissi na lodzie (PL)
Lissi no reino dos birutas (PT)
Lissi no Reino dos Malucos (PT)
Salvarea printesei Lissi (RO)
Переполох в Гималаях (RU)
Sissi a Yeti (SK)
Prenses Lissi ve Karadami Yeti (TR)
Переполох у Гiмалаях (UK)
Lissi und der wilde Kaiser (XX)";"DE";"2007";"Michael Herbig";"3 044 191"
"Dragonfly (EN)
Водно конче (BG)
Na křídlech vážky (CS)
Na krídlech vázky (CS)
Im Zeichen der Libelle (DE)
Minyma siopis (EL)
Dragonfly y la sombra de la libelula (ES)
El misterio de la libélula (ES)
El misterio de la libélula (ES)
Dragonfly (La sombra de la libélula) (ES)
El misterio de la libélula (ES)
El misterio de la libélula (ES)
Sudenkorento (FI)
Apparitions (FR)
Libellule (FR)
Deseta stuba (HR)
Szitakötő (HU)
Il segno della libellula (IT)
Il segno della libellula - Dragonfly (IT)
Kôringu (JA)
Znamie (PL)
O Mistério da Libélula (PT)
O Poder dos Sentidos (PT)
Misterul Libelulei (RO)
Misterul libelulei (RO)
Стрекоза (RU)
Vážka (SK)
Sonsuz ask (TR)
Dragonfly (XX)
Libellule (XX)
Sanjaghak (XX)";"US / DE";"2002";"Tom Shadyac";"3 023 914"
"Der Baader Meinhof Komplex (DE)
The Baader Meinhof Complex (EN)
The Baader Meinhof Complex (EN)
Терористите Баадер Майнхоф (BG)
Baader Meinhof Komplex (CS)
Baader-Meinhod Komplekset (DA)
Baader Meinhof komplekset (DA)
To symplegma Baader Meinhof (EL)
R.A.F. Faccion Del Ejercito Rojo (ES)
Brigadas rojas (ES)
RAF Facción del ejército rojo (ES)
Baader Meinhof Komplex (FI)
La bande à Baader (FR)
Baader Meinhof Kompleks (HR)
A Baader-Meinhof csoport (HU)
La Banda Baader Meinhof (IT)
La banda Baader Meinhof (IT)
The Baader Meinhof Complex (KO)
Baader Meinhof (NO)
Baader-Meinhof (NO)
Baader-Meinhof (PL)
O complexo Baader Meinhof (PT)
O Grupo Baader Meinhof (PT)
O Complexo Baader Meinhof (PT)
Gruparea Baader Meinhof (RO)
Комплекс Баадер-Майнхоф (RU)
Baader Meinhof Komplex (SK)
Slučaj Bader-Majnhof (SR)
The Baader Meinhof Complex (SV)
Bir terör filmi - Der Baader Meinhof (TR)
Der Baader Meinhof Komplex (XX)
The Baader Meinhof Complex (XX)";"DE / FR / CZ";"2008";"Uli Edel";"2 996 560"
