"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"AVP: Alien vs. Predator (EN)
Alien vs. Predator (EN)
Пришълецът срещу хищникът (BG)
Vetřelec vs. Predátor (CS)
Alien vs. Predator (DA)
Alien vs. Predator (DE)
Alien enantion Kynigou (EL)
Άλιεν εναντίον Κυνηγού (EL)
Alien vs. depredador (ES)
Alien vs. depredador (ES)
Alien vs. Predator (ES)
Alien vs. Depredador (ES)
Alien vs. Predator: viimane kokkupõrge (ET)
Alien vs Predator - viimane kokkupõrge (ET)
Alien vs. Predator (FI)
Alien VS. prédateur (FR)
Alien vs. Predator (FR)
Alien protiv Predatora (HR)
Alien vs. Predator - A Halál (HU)
Alien vs. Predator - A Halál a Ragadozó ellen (HU)
Alien vs. Predator (IT)
Svetimas prieš Grobuoni (LT)
Alien Vs. Predator (NO)
Alien vs. Predator (NO)
Obcy Kontra Predator (PL)
Obcy kontra Predator (PL)
Alien vs. Predador (PT)
Alien vs Predador (PT)
Alien Versus Predator (RO)
Чужой против Хищника (RU)
Votrelec vs. Predátor (SK)
Alien proti predatorju (SL)
Tuđin protiv predatora (SR)
Alien vs. Predator (SV)
Alien Predator'e Karşı (TR)
Alien Predator'e karsi (TR)
Чужий проти хижака (UK)
AVP: Alien vs. Predator (XX)
AVP: Alien vs. Prédateur (XX)
Bigane Alayhe Predator (XX)
Alien vs. Depredador (XX)
Alien vs. depredador (XX)";"US / GB INC / CZ / DE / CA";"2004";"Paul W.S. Anderson";"5 647 490"
"How to Lose a Guy in 10 Days (EN)
How to Lose a Guy (EN)
Как да разкараш гаджето за 10 дни (BG)
Jak ztratit kluka v 10 dnech (CS)
How to Lose a Guy in 10 Days (DA)
Wie werde ich ihn los in 10 Tagen (DE)
Pos na horisete se 10 meres (EL)
Πως να χωρίσετε σε 10 μέρες (EL)
Como perder a un chico en 10 dias (ES)
Cómo perder a un hombre en 10 días (ES)
Cómo perder a un chico en 10 días (ES)
Cómo perder a un hombre en 10 días (ES)
Cómo perder a un hombre en 10 días (ES)
Kuidas 10 päevaga kutist lahti saada (ET)
Kuika hukata kundi 10 päivässä (FI)
Hur man blir av med en kille på tio dagar (FI)
Kuinka hukata kundi 10 päivässä (FI)
Comment se faire larguer en 10 leçons (FR)
Comment perdre son mec en 10 jours (FR)
Kako se riješiti frajera u 10 dana (HR)
Hogyan Veszítsünk El Egy Pasit? (HU)
Hogyan veszítsünk el egy pasit 10 nap alatt? (HU)
Come farsi lasciare in 10 giorni (IT)
Kaip atsikratyti vaikinu per 10 dienų (LT)
Hvordan bli dumpet på 10 dager (NO)
Jak Stracić Chłopaka W 10 Dni (PL)
Jak stracic chlopaka w 10 dni (PL)
Como Perder um Homem em 10 Dias (PT)
Como Perder um Homem em 10 Dias (PT)
Cum sa scapi de un tip in 10 zile (RO)
Как отделаться от парня за 10 дней (RU)
Ako príst o muža za 10 dní (SK)
Kako se znebiti fanta v 10 dneh (SL)
Kako izgubiti dečka za deset dana (SR)
Hur man blir av med en kille på 10 dagar (SV)
Bir Erkek 10 Günde Nasil Kaybedilir? (TR)
Bir erkek 10 günde nasil kaybedilir (TR)
Як позбутися хлопця за 10 днiв (UK)
How to Lose a Guy in 10 Days (XX)
Comment perdre son mec en 10 jours (XX)";"US / DE";"2003";"Donald Petrie";"5 581 315"
"The Grudge (EN)
Untitled 'Ju-on: The Grudge' Remake (EN)
Гняв (BG)
Nenávist (CS)
Forbandelsen (DA)
The Grudge - Der Fluch (DE)
Der Fluch (DE)
Der Fluch - The Grudge (DE)
I katara (EL)
Η κατάρα (EL)
El grito (ES)
La maldición (ES)
La maldición (ES)
Vimm (ET)
Kauna (FI)
Rage meurtrière (FR)
Kletva (HR)
Atok (HU)
Átok (HU)
The Juon (JA)
Pagieza (LT)
Forbannelsen (The Grudge) (NO)
Forbannelsen (NO)
The Grudge - Klątwa (PL)
The Grudge: Klątwa (PL)
The Grudge - A Maldição (PT)
O Grito (PT)
Blestemul (RO)
Проклятие (RU)
Nenávisť (SK)
Kletva (SR)
Förbannelsen - the Grudge (SV)
Garez (TR)
The Grudge (XX)
Rage meurtrière (XX)
Ha-Tina (XX)";"US / JP / DE";"2004";"Takashi Shimizu";"5 490 915"
"Resident Evil: Afterlife (EN)
Resident Evil: Afterlife: An IMAX 3D Experience (EN)
Resident Evil 4 (EN)
Resident Evil 4: Afterlife (EN)
ЗАРАЗНО ЗЛО 4 (BG)
Заразно зло: Живот след смъртта (BG)
Resident Evil: Afterlife 4 (CS)
Resident Evil: Afterlife (DE)
Resident evil: Trisdiastati apodrasi (EL)
Resident Evil: Τρισδιάστατη απόδραση (EL)
Resident Evil: Ultratumba (ES)
Resident Evil 4 - La Resurreccion (ES)
Resident evil 4: La resurrección (ES)
Resident evil 4: La resurrección (ES)
Resident evil 4: La resurrección (ES)
Resident Evil: Teispoolsus (ET)
Resident Evil: Afterlife (FR)
Resident Evil: Drugi svijet (HR)
Pritajeno Zlo: Zagrobni ®ivot (HR)
A Kaptár - A túlvilág 3D (HU)
A kaptár: Túlvilág (HU)
Baiohazado IV afutaraifu (JA)
Biohazard IV: Afterlife (JA)
Absoliutus blogis: pomirtinis gyvenimas (LT)
Nezūdošais Ļaunums 4 (LV)
Resident Evil 4: Recomeço (PT)
Resident Evil: Ressurreição (PT)
Resident Evil: Viata De Apoi (RO)
Resident Evil: Viata de apoi (RO)
Обитель зла 4: Жизнь после смерти (RU)
Resident Evil: Afterlife (SK)
Nevidno Zlo: Drugi Svet (SL)
Pritajeno zlo - Život posle smrti (SR)
Resident evil: Ölümden sonra (TR)
Оселя зла: Потойбiчне життя (UK)
Resident Evil: Afterlife (XX)
Resident Evil: L'au-delà (XX)
Haoyev shebifnim hahayim she'ahrei (XX)
Resident Evil 4: La resurrección (XX)";"US / DE / FR";"2010";"Paul W.S. Anderson";"5 459 696"
"He's Just Not That Into You (EN)
Той не си пада по теб (BG)
Až tak moc tě nežere (CS)
Az tak moc te nezere (CS)
Han Er Bare Ikke Vild Med Dig (DA)
Han er bare ikke vild med dig (DA)
Er steht einfach nicht auf Dich (DE)
Aplos den se goustarei (EL)
Απλώς δεν σε γουστάρει (EL)
Que Les Pasa A Los Hombres (ES)
Simplemente no te quiere (ES)
Qué les pasa a los hombres (ES)
A él no le gustas tanto (ES)
Ta pole sinust eriti huvitatud (ET)
Jätä se! (FI)
Dumpa honom! (FI)
Jätä se! Älä tuhlaa aikaasi vääriin miehiin (FI)
Ce que pensent les hommes (FR)
Njemu Baš I Nije Stalo (HR)
Njemu baš i nije stalo (HR)
Nem kellesz eléggé (HU)
La verita' e' che non gli piaci abbastanza (IT)
La verità è che non gli piaci abbastanza (IT)
Jis - ne Tau (LT)
Jis ne tau (LT)
Viņš Nav Tevī Ieķēries (LV)
Han er faktisk ikke interessert (NO)
Kobiety Pragna Bardziej (PL)
Kobiety pragna bardziej (PL)
Ele Nao Esta Tao Afim De Voce (PT)
Ele Não Está Tão a Fim de Você (PT)
Ele Não Está Assim Tão Interessado (PT)
Despre Barbati si Nu Numai... (RO)
Despre barbati si nu numai (RO)
Обещать - не значит жениться (RU)
Nie je z teba až tak paf (SK)
Mu Pač Ni Do Tebe (SL)
Mu pac ni do tebe (SL)
Dumpa honom! (SV)
Erkekler Ne Söyler Kadinlar Ne Anlar (TR)
Обiцяти - ще не одружитись (UK)
He's Just Not That Into You (XX)
Laisse tomber, il te mérite pas! (XX)
Hou pashout lo ba'keta shelakh (XX)";"US / DE";"2009";"Ken Kwapis";"5 410 553"
"Click (EN)
Щрак (BG)
Klik - život na dálkové ovládání (CS)
Klik: Zivot na dálkové ovládání (CS)
Klick (DE)
Click, i zoi se fast forward (EL)
Η ζωή σε fast forward (EL)
Click - perdiendo el control (ES)
Click (ES)
Click: Perdiendo el control (ES)
Click - perdiendo el control (ES)
Click - perdiendo el control (ES)
Click - Superpult (ET)
Klik! (FI)
Clic (FR)
Click (FR)
Klik - za savršen život (HR)
Távkapcs (HU)
Cambia la tua vita con un click (IT)
Klik! Arba gyvenimas pagreitintai (LT)
Klikt! (LV)
Klik: I Robisz, Co Chcesz (PL)
Klik: I robisz, co chcesz (PL)
Click (PT)
Click (PT)
Click-Zapand Prin Viata (RO)
Клик: с пультом по жизни (RU)
Klik - Život na dial´kové ovládanie (SK)
Klik - za popolno življenje (SL)
Klik - za popolno zivljenje (SL)
Klik (SR)
Click (TR)
Клiк: З пультом по життю (UK)
Click (XX)
Clic (XX)";"US / GB INC / DE";"2006";"Frank Coraci";"5 308 780"
"Resident Evil (EN)
Resident Evil: Ground Zero (EN)
Resident Evil the Movie (EN)
Заразно зло (BG)
Resident Evil - Genesis (DE)
Resident Evil (DE)
Resident Evil (EL)
El huésped maldito (ES)
El huésped maldito (ES)
Resident Evil (ES)
Resident Evil: El huésped maldito (ES)
Resident evil - El huésped maldito (ES)
Resident Evil - Surmalbürint (ET)
Resident Evil : Les créatures maléfiques (FR)
Resident Evil (FR)
Resident Evil (HR)
A kaptár (HU)
Baiohazado (JA)
Biohazard (JA)
Absoliutus blogis (LT)
Resident Evil (NO)
Resident evil - Domena zla (PL)
Resident Evil: O Hóspede Maldito (PT)
Resident Evil (PT)
Resident Evil: Experiment Fatal (RO)
Resident evil: Experiment fatal (RO)
Unbeatable Evil (RU)
Обитель зла (RU)
Pritajeno zlo (SR)
Ölümcül deney (TR)
Оселя зла (UK)
Resident Evil (XX)
Resident evil: Les créatures maléfiques (XX)
Resident evil: Les esprits maléfiques (XX)
Resident Evil - Genesis (XX)
Resident Evil: El huésped maldito (XX)";"DE / GB / FR";"2002";"Paul W.S. Anderson";"5 142 742"
"The Monuments Men (EN)
Пазители на наследството (BG)
Památkáři (CS)
Památkári (CS)
Monumenternes mænd (DA)
Monuments Men - Ungewöhnliche Helden (DE)
Mnimeion andres (EL)
Μνημείων άνδρες (EL)
Operación monumento (ES)
Monuments men (ES)
Operación Monumento (ES)
Monuments Men (ES)
Operación Monumento (ES)
Operación Monumento (ES)
Monumendimehed (ET)
Monuments Men (FR)
Odred za baštinu (HR)
Műkincsvadászok (HU)
Monuments Men (IT)
Tza'yadei ha'otzarot (IW)
Michelangelo Project (JA)
Brangenybių medžiotojai (LT)
Brangenybiu medžiotojai (LT)
Relikviju Mednieki (LV)
Operacija: ""Čuvari nasljeđa"" (ME)
Чувари на наследството (MK)
Obrońcy skarbów (PL)
Caçadores de Obras-Primas (PT)
The Monuments Men - Os Caçadores de Tesouros (PT)
Eroii Monumentelor (RO)
Охотники за сокровищами (RU)
Pamiatkári (SK)
Varuhi zapuscine (SL)
Varuhi zapuščine (SL)
Operacija: Čuvari nasleđa (SR)
Hazine Avcilari (TR)
Мисливцi за скарбами (UK)
Operacija: Čuvari nasleđa (XX)
The Monuments Men (XX)
Les Monuments Men (XX)
The Monuments Men (XX)
Tza'yadei ha'otzarot (XX)
Operación Monumento (XX)";"US / DE / GB INC";"2014";"George Clooney";"5 081 257"
"Rush (EN)
С пълна газ (BG)
Rivalové (CS)
Rush - Alles für den Sieg (DE)
Rush: Alles für den Sieg (DE)
Rush (EL)
Rush pasión y gloria (ES)
Rush (ES)
Rush, pasión y gloria (ES)
Rush. Pasion y gloria (ES)
Rush: pasión y gloria (ES)
Rush: Pasión y gloria (ES)
Võidu nimel (ET)
Rush (FR)
Utrka života (HR)
Hajsza a győzelemért (HU)
Rasshu: Puraido to yûjô (JA)
Rush: Pride and Friendship (JA)
Rush the rival (KO)
Lenktynės (LT)
Lenktynes (LT)
Sacīkste (LV)
Wyścig (PL)
Rush: No Limite da Emoção (PT)
Rush - Duelo de Rivais (PT)
Rush: Rivalitate Si Adrenalina (RO)
Rush: Rivalitate si adrenalina (RO)
Гонка (RU)
Rivali (SK)
Dirka Življenja (SL)
Dirka življenja (SL)
Trka života (SR)
Zafere Hücum (TR)
Гонка (UK)
Rush (XX)
Rush (XX)
Shetab (XX)
Rush: Pasión y gloria (XX)
Duong dua nghet tho (XX)";"GB INC / US / DE";"2013";"Ron Howard";"5 057 402"
"The Physician (EN)
Лекарят (BG)
Ranhojič (CS)
Helbrederen (DA)
Der Medicus (DE)
O therapeftis (EL)
El médico (ES)
El sanador (ES)
Tervendaja (ET)
L'Oracle (FR)
Iscjeljitelj (HR)
Az orvosdoktor (HU)
Medicus (IT)
Gydytojas: Avicenos mokinys (LT)
Исцелител (MK)
Medicus (PL)
O Médico (PT)
O Físico (PT)
Лекарь: Ученик Авиценны (RU)
Lekar (SR)
Лiкар: Учень Авiценни (UK)
The Physician (XX)";"DE";"2013";"Philipp Stölzl";"5 042 048"
"Tinker Tailor Soldier Spy (EN)
Дама, поп, асо, шпионин (BG)
El talp (CA)
Jeden musí z kola ven (CS)
Dame, konge, es, spion (DA)
Dame, König, As, Spion (DE)
Dame König As Spion (DE)
Kai o kliros epese ston Smiley (EL)
Κι ο κλήρος έπεσε στον Σμάιλι (EL)
El topo (ES)
El Espia que Sabia Demasiado (ES)
El espía (ES)
El talp (ES)
El espía que sabía demasiado (ES)
El espía que sabía demasiado (ES)
Plekksepp, rätsep, sõdur, nuhk (ET)
Pappi lukkari talonpoika vakooja (FI)
Pappi, lukkari, talonpoika, vakooja (FI)
La taupe (FR)
Dečko, dama, kralj, špijun (HR)
Suszter, Szabó, Baka, Kém (HU)
Suszter, szabó, baka, kém (HU)
La talpa (IT)
Uragiri no Sâkasu (JA)
Tingkeo teilleo soljeo seupai (KO)
Bastunas, Siuvejas, Kareivis, Snipas (LT)
Bastunas, Siuvejas, Kareivis, Šnipas (LT)
Skārdnieks, Drēbnieks, Zaldāts, Spiegs (LV)
Muldvarpen (NO)
Szpieg (PL)
A Toupeira (PT)
O Espião Que Sabia Demais (PT)
Un spion care stia prea multe (RO)
Шпион, выйди вон! (RU)
Kotlar, Krojač, Vojak, Vohun (SL)
Kotlar, Krojac, Vojak, Vohun (SL)
Krpar, krojač, soldat, špijun (SR)
Köstebek (TR)
Шпигуне, вийди геть! (UK)
Tinker Tailor Soldier Spy (XX)
La taupe (XX)
Ha'hafarperet (XX)
El topo (XX)";"GB / DE / FR";"2011";"Tomas Alfredson";"4 992 126"
"The Constant Gardener (EN)
Вечният градинар (BG)
Nepohodlný (CS)
Der ewige Gärtner (DE)
O epimonos kipouros (EL)
Ο επίμονος κηπουρός (EL)
El Jardinero Fiel (ES)
El jardinero fiel (ES)
El jardinero fiel (ES)
El jardinero fiel (ES)
El jardinero fiel (ES)
El jardinero fiel (ES)
Ustav aednik (ET)
Uskollinen puutarhuri (FI)
Den trägne odlaren (FI)
La constance du jardinier (FR)
Brižni vrtlar (HR)
Az Elszánt Diplomata (HU)
Az elszánt diplomata (HU)
La Cospirazione (IT)
The Constant Gardener - La cospirazione (IT)
Nairobi no Hachi (JA)
Ištikimasis sodininkas (LT)
Uzticīgais darznieks (LV)
Wierny ogrodnik (PL)
O Fiel Jardineiro (PT)
O Jardineiro Fiel (PT)
Prietenie Absoluta (RO)
Prietenie absoluta (RO)
Преданный садовник (RU)
Nepohodlný (SK)
Zvesti vrtnar (SL)
Brižni baštovan (SR)
Arka bahçe (TR)
Вiдданий садiвник (UK)
The Constant Gardener (XX)
La Constance du jardinier (XX)
La Constance du jardinier (XX)
The Constant Gardener (XX)
Ha'ganan ha'masour (XX)
John le Carré's The Constant Gardener (XX)";"GB INC / DE / US";"2005";"Fernando Meirelles";"4 941 977"
"Hansel & Gretel: Witch Hunters (EN)
Hansel and Gretel: Witch Hunters (EN)
Хензел И Гретел: Ловци На Вещици (BG)
Хензел и Гретел: Ловци на вещици (BG)
Jeníček a Mařenka: Lovci čarodějnic (CS)
Jenícek a Marenka - Lovci carodejnic (CS)
Witch Hunters (DA)
Hänsel & Gretel: Hexenjäger (DE)
Hänsel und Gretel: Hexenjäger (DE)
Hansel kai Gretel: Kynigoi magisson (EL)
Χάνσελ και Γκρέτελ: Κυνηγοί Μαγισσών (EL)
Χάνσελ και Γκρέτελ: Κυνηγοί μαγισσών (EL)
Hansel y Gretel: Cazadores de brujas (ES)
Hansel y Gretel: Cazadores de brujas (ES)
Hansel y Gretel: Cazadores de brujas (ES)
Hansel y Gretel: Cazadores de bruja (ES)
Nõiakütid Hans ja Grete (ET)
Hannu ja Kerttu: Noitajahti (FI)
Hansel et Gretel (FR)
Hansel & Gretel: Chasseurs de sorcières (FR)
Hansel & Gretel: Witch Hunters (FR)
Ivica i Marica: Lovci na veštice (HR)
Ivica i Marica: Lovci na vještice (HR)
Boszorkányvadász (HU)
Boszorkányvadászok (HU)
Hansel & Gretel - Cacciatori di streghe (IT)
Kotley ha'mehashefot (IW)
Hansel & Gretel (JA)
Henzeru & Gurêteru (JA)
Jonukas ir Grytutė: raganų medžiotojai (LT)
Jonukas ir Grytute: raganu medziotojai (LT)
Ansitis un Grietina: Raganu Mednieki (LV)
Jas i Malgosia: Lowcy czarownic (PL)
Hansel i Gretel: Łowcy Czarownic (PL)
Hansel e Gretel: Caçadores de Bruxas (PT)
João e Maria: Caçadores de Bruxas (PT)
Hansel & Gretel: Caçadores de Bruxas (PT)
Hansel si Gretel: Vânatorii de vrajitoare (RO)
Охотники на ведьм (RU)
Janíčko A Marienka: Lovci Čarodejníc (SK)
Lovca Na Čarovnice (SL)
Ivica i Marica: Lovci na vještice (SR)
Ivica i Marica: Lovci na veštice (SR)
Hansel ve Gretel: Cadi Avcilari (TR)
Мисливцi за вiдьмами (UK)
Hansel & Gretel: Witch Hunters (XX)
Hansel & Gretel: Chasseurs de sorcières (XX)
Kotley ha'mehashefot (XX)";"US / DE";"2013";"Tommy Wirkola";"4 935 145"
