"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Der Baader Meinhof Komplex (DE)
The Baader Meinhof Complex (EN)
The Baader Meinhof Complex (EN)
Терористите Баадер Майнхоф (BG)
Baader Meinhof Komplex (CS)
Baader-Meinhod Komplekset (DA)
Baader Meinhof komplekset (DA)
To symplegma Baader Meinhof (EL)
R.A.F. Faccion Del Ejercito Rojo (ES)
Brigadas rojas (ES)
RAF Facción del ejército rojo (ES)
Baader Meinhof Komplex (FI)
La bande à Baader (FR)
Baader Meinhof Kompleks (HR)
A Baader-Meinhof csoport (HU)
La Banda Baader Meinhof (IT)
La banda Baader Meinhof (IT)
The Baader Meinhof Complex (KO)
Baader Meinhof (NO)
Baader-Meinhof (NO)
Baader-Meinhof (PL)
O complexo Baader Meinhof (PT)
O Grupo Baader Meinhof (PT)
O Complexo Baader Meinhof (PT)
Gruparea Baader Meinhof (RO)
Комплекс Баадер-Майнхоф (RU)
Baader Meinhof Komplex (SK)
Slučaj Bader-Majnhof (SR)
The Baader Meinhof Complex (SV)
Bir terör filmi - Der Baader Meinhof (TR)
Der Baader Meinhof Komplex (XX)
The Baader Meinhof Complex (XX)";"DE / FR / CZ";"2008";"Uli Edel";"2 996 560"
"Les 11 commandements (FR)
11 käskyä (FI)
Les onze commandements (FR)
A 11 parancsolat (HU)
Bevállalod, haver? (HU)
Gli 11 comandamenti (IT)
11 заповедей (RU)
Les 11 commandements (XX)
The 11 Commandments (XX)";"FR";"2004";"François Desagnat
Thomas Sorriaux";"2 995 068"
"Entre les murs (FR)
The Class (EN)
В класната стая (BG)
Mezi zdmi (CS)
Klassen (DA)
Die Klasse (DE)
Ανάμεσα στους τοίχους (EL)
La Clase (ES)
Entre los muros (ES)
La clase (ES)
La clase (ES)
Seinte vahel (ET)
Luokka (FI)
Between the Walls (FR)
Razred (HR)
Az osztály (HU)
La classe (IT)
Paris 20-ku, Boku tachi no Class (JA)
Tarp sienų (LT)
Klassen (NO)
Klasa (PL)
A Turma (PT)
Entre os Muros da Escola (PT)
In Clasa (RO)
In clasa (RO)
Класс (RU)
Medzi stenami (SK)
Razred (SL)
Između zidova (SR)
Mellan väggarna (SV)
Sinif (TR)
Клас (UK)
Entre les murs (XX)
Entre les murs (XX)
Beyn ha'kirot (XX)
Entre los muros (XX)
The Class (XX)";"FR";"2008";"Laurent Cantet";"2 988 047"
"Yamakasi - Les samouraï des temps modernes (FR)
Yamakasi - Storbyens Samurai - Krigere (DA)
Yamasaki (HU)
Yamakasi - I nuovi samurai (IT)
Yamakazi (NL)
Yamakasi - Samurais dos tempo modernos (PT)";"FR";"2001";"Ariel Zeitoun
Julien Seri";"2 970 614"
"Sammy's avonturen 2 (EN)
Sammy's Adventures 2 (EN)
Sammy's Great Escape (EN)
Sammy 2: Escape From Paradise (EN)
A Turtle's Tale 2: Sammy's Escape from Paradise (EN)
Приключенията На Сами 2 3D (BG)
Приключенията на Сами 2 (BG)
Sammyho dobrodružství 2 (CS)
Sammys store eventyr 2 (DA)
Sammys Abenteuer 2 (DE)
Sammy 2 (EL)
Sammy 2: El gran escape (ES)
Sammy seiklused 2 (ET)
Sammyn suuri seikkailu 2 (FI)
Sammy 2 (FR)
Sammy 2: Morska Avantura (HR)
Sammy 2: Morska avantura (HR)
Sammy Nagy Kalandja 2. (HU)
Sammy nagy kalandja 2 (HU)
Ævintýri Samma 2 (IS)
Sammy 2 - La grande fuga (IT)
Samî to Sherî 2: Bokura no dasshutsu daisakusen (JA)
Vėžliuko Semio nuotykiai 2 (LT)
Авантурите на Семи 2 (MK)
Sammy 2 (NL)
Sammy 2 -På nye eventyr (NO)
Sammy på nye eventyr (NO)
Żółwik Sammy 2 (PL)
Zólwik Sammy 2 (PL)
Sammy: A Grande Fuga (PT)
Sammy 2 (PT)
Aventurile Lui Sammy 2 3d (RO)
Aventurile lui Sammy 2 3D (RO)
Шевели ластами-2 (RU)
Сэмми шевели ластами 2 (RU)
Sammyho Dobrodružstvá 2 (SK)
Samova Pustolovščina 2: Beg Iz Raja (SL)
Semijeva velika avantura 2 (SR)
Sammys äventyr 2 (SV)
Sammy'nin Maceralari 2 (TR)
Воруши ластами 2 (UK)
Sammy's avonturen 2 (XX)
Sammy's avonturen 2 (XX)
Sammy va'hav'erim misaviv la'olam (XX)
Sammy 2: El gran escape (XX)
A Turtle's Tale 2: Sammy's Escape from Paradise (XX)
Sammy's Adventures 2 (XX)";"BE / FR / IT";"2012";"Ben Stassen
Vincent Kesteloot";"2 960 845"
"Les seigneurs (FR)
Die Vollpfosten (DE)
Oi magoi tis balas (EL)
Οι μάγοι της μπάλας (EL)
Un gran equipo (ES)
Csodacsatár (HU)
A Csodacsapat (HU)
Dream Team (IT)
Futbolo veteranai (LT)
The Dream Team (NO)
Uma Equipa de Sonho (PT)
Команда мечты (RU)
The Dream Team (SV)
Команда мрii (UK)
Les seigneurs (XX)
Les seigneurs (XX)
Les seigneurs (XX)";"FR";"2012";"Olivier Dahan";"2 935 205"
"Vidocq (FR)
Dark Portals: The Chronicles of Vidocq (EN)
Видок (BG)
Fantom Paříže (CS)
Vidocq, i maska tou tromou (EL)
Vidocq: Muerte en París (ES)
Vidocq (ES)
Vidocq: El mito (ES)
Vidocq ja neitsytmurhat (FI)
Vidocq - La maschera senza volto (IT)
Vidocq - O Mito (PT)
Видок (RU)
Fantom Paríža (SK)
Vidok (SR)
Vidocq (TR)
Вiдок (UK)
Vidocq (XX)";"FR";"2001";"Pitof";"2 915 480"
"Babylon A.D. (EN)
Babylon Babies (EN)
Мисия Вавилон (BG)
Babylon A.D. (CS)
Babylon A.D. (DE)
Babylon A.D. (EL)
Babylon (ES)
Mision Babilonia (ES)
Misión Babilonia (ES)
Misión Babilonia (ES)
Misión Babilonia (ES)
Babylon A.D. (FI)
Babylon A.D. (FR)
Babylon A.D. (JA)
Babilonas (LT)
Babylon A.D. (NO)
Babylon A.D. (PT)
Missão Babilônia (PT)
Babylon A.D. (RO)
Вавилон н.э. (RU)
Babylon A.D. (SK)
Misija Vavilon (SR)
Babil M.S. (TR)
Вавилон нашоii ери (UK)
Вавилон н.е. (UK)
Babylon A.D. (XX)
Babylone A.D. (XX)";"FR / US";"2008";"Mathieu Kassovitz";"2 902 533"
"The Purge: Anarchy (EN)
The Purge 2 (EN)
Чистката: Анархия (BG)
Očista: Anarchie (CS)
Ocista: Anarchie (CS)
The Purge 2 (DA)
The Purge: Anarki (DA)
Κάθαρση: Αναρχία (EL)
Anarchy: La noche de las bestias (ES)
12 horas para sobrevivir (ES)
12 horas para sobrevivir (ES)
12 horas para sobrevivir (ES)
12 horas para sobrevivir (ES)
Patupuhastus: Anarhia (ET)
Puhdistuksen yö: Anarkia (FI)
American Nightmare 2: Anarchy (FR)
Pročišćenje 2 (HR)
A Megtisztulás Éjszakája: Anarchia (HU)
A megtisztulás éjszakája: Anarchia (HU)
Anarchia - La notte del giudizio (IT)
Ha'tihour 2: lisrod et ha'laila (IW)
Išvalymas: anarchija (LT)
Tīrīšana: Anarhija (LV)
Noc oczyszczenia: Anarchia (PL)
Uma Noite de Crime: Anarquia (PT)
A Purga: Anarquia (PT)
Noaptea judecatii: Anarhia (RO)
яСДМЮЪ МНВЭ 2 (RU)
Судная ночь 2 (RU)
Ociscenje: Anarhija (SL)
Pročišćenje: Anarhija (SR)
Arinma Gecesi: Anarsi (TR)
Temizlenme Gecesi: Anarxiya (XX)
The Purge: Anarchy (XX)
La purge 2 (XX)
La purge: Anarchie (XX)
Ha'tihour 2: lisrod et ha'laila (XX)
12 horas para sobrevivir (XX)";"US / FR";"2014";"James DeMonaco";"2 878 134"
"The Next Three Days (EN)
Следващите три дни (BG)
Sljedeća Tri Dana (BS)
Tři dny ke svobodě (CS)
The next three days (DA)
72 Stunden - The Next Three Days (DE)
Oi epomenes treis meres (EL)
Οι επόμενες τρεις μέρες (EL)
Los próximos tres días (ES)
Sólo tres días (ES)
Sólo tres días (ES)
Los próximos tres dias (ES)
Kolm järgmist päeva (ET)
Next Three Days (FI)
The Next Three Days (FI)
Les trois prochains jours (FR)
Tout pour elle (FR)
Sljedeca tri dana (HR)
Sljedeća tri dana (HR)
A következő három nap (HU)
Three Days (JA)
Trys įtemptos dienos (LT)
Trys itemptos dienos (LT)
Aizbēgt Trīs Dienās (LV)
Dla niej wszystko (PL)
72 Horas (PT)
3 Zile De Cosmar (RO)
3 Zile de cosmar (RO)
Три дня на побег (RU)
Tri dni k slobode (SK)
72 ur (SL)
Sledeća tri dana (SR)
The Next Three Days (SV)
Kaçiş Plani (TR)
Kacis Plani (TR)
Три днi на втечу (UK)
The Next Three Days (XX)
Tout pour elle (XX)
Shloshet ha'yamim ha'ba'im (XX)
Sólo tres días (XX)";"US / FR";"2010";"Paul Haggis";"2 845 622"
"De rouille et d'os (FR)
Rust & Bone (EN)
Rust and Bone (EN)
Ръжда и кости (BG)
Na dřeň (CS)
Rez a Kost (CS)
Smagen af Rust og Ben (DA)
Smagen af rust og ben (DA)
Der Geschmack von Rost und Knochen (DE)
Σώμα με σώμα (EL)
De Oxido Y Hueso (ES)
Metal y hueso (ES)
De óxido y hueso (ES)
De óxido y hueso (ES)
Herdoil eta Hezurrezkoa (ES)
Metal y hueso (ES)
De óxido y hueso (ES)
Rooste ja luu (ET)
Luihin ja ytimiin (FI)
Hrđa i kost (HR)
Rozsda és csont (HU)
Ryð og bein (IS)
Un Sapore Di Ruggine E Ossa (IT)
Un sapore di ruggine e ossa (IT)
Rust og bein (NO)
Kosci i rdza (PL)
Z krwi i kosci (PL)
Ferrugem e Osso (PT)
Rugină şi oase (RO)
Ржавчина и кость (RU)
Z Hrdze A Kosti (SK)
Rđa i kost (SR)
Rust and Bone (SV)
Pas ve Kemik (TR)
Iржа та кiстка (UK)
De rouille et d'os (XX)
De rouille et d'os (XX)
Haluda va'etzem (XX)
Rust and Bone (XX)";"FR / BE";"2012";"Jacques Audiard";"2 831 996"
"Kiss of the Dragon (EN)
Sarutul drafonului (EN)
Целувката на дракона (BG)
Polibek draka (CS)
To fili tou drakou (EL)
Το φιλί του δράκου (EL)
El beso del dragon (ES)
La marca del dragón (ES)
El beso del dragón (ES)
Draakoni suudlus (ET)
Kiss of the Dragon (FI)
Kiss of the dragon - lohikäärmeen suudelma (FI)
Le baiser mortel du dragon (FR)
Le baiser du dragon (FR)
Zmajev poljubac (HR)
A sarkany csokja (HU)
A sárkány csókja (HU)
Kiss of the Dragon (IT)
Drakono bucinys (LT)
Pocalunek smoka (PL)
O beijo mortal do dragao (PT)
O Beijo do Dragão (PT)
O Beijo Mortal do Dragão (PT)
Поцелуй дракона (RU)
Bozk draka (SK)
Zmajev poljub (SL)
Poljubac zmaja (SR)
Ejder'in öpücügü (TR)
Kiss of the Dragon (XX)
Le baiser mortel du dragon (XX)
Le baiser mortel du dragon (XX)";"FR";"2001";"Chris Nahon";"2 831 918"
"Etre et avoir (FR)
To Be and to Have (EN)
At være og at have (DA)
Sein und Haben (DE)
Eimai kai echo (EL)
Ser Y Tener (ES)
Nytpatahdon olla ma (FI)
Nytpä tahdon olla mä (FI)
Én, te, ő (HU)
Essere e avere (IT)
Å være og ha - en hyllest til livet (NO)
Być i Mieć (PL)
Ser e Ter (PT)
Att vara och ha (SV)";"FR";"2002";"Nicolas Philibert";"2 809 399"
"Les infidèles (FR)
The Players (EN)
Играчите (BG)
Nevěrníci (CS)
Männer und die Frauen (DE)
Oi apistoi (EL)
6+1 apisties (EL)
6+1 απιστίες (EL)
Los infieles (ES)
Infieles anónimos (ES)
Mängurid (ET)
Brijači (HR)
A két mesterlövész (HU)
Gli Indefeli (IT)
Gli infedeli (IT)
Gamoustcorebeli meqaltaneebi (KA)
Seksaholiķi (LV)
Niewierni (PL)
Descaradamente Infiéis (PT)
Os Infiéis (PT)
Fustangii (RO)
Право на ""лево"" (RU)
Право на 'лево' (RU)
Skok Čez Plot (SL)
Preljubnici (SR)
De otrogna (SV)
Sadakatsizler (TR)
Les infidèles (XX)
Les infidèles (XX)
Les infidèles (XX)
Omanut ha'bgida (XX)
The Players (XX)";"FR";"2012";"Emmanuelle Bercot
Fred Cavayé";"2 775 007"
"Une hirondelle a fait le printemps (FR)
One Swallow Brought Spring (EN)
The Girl From Paris (EN)
The Girl from Paris (EN)
The Girl from Paris (EN)
Pigen fra Paris (DA)
Eine Schwalbe macht den Sommer (DE)
Ena chelidoni efere tin anoiksi (EL)
Ena helidoni efere tin anoixi (EL)
La Chica de Paris (ES)
La chica de París (ES)
Tyttö pariisista (FI)
Tyttö Pariisista (FI)
Egy fecske csinált nyarat (HU)
Una rondine fa primavera (IT)
En svale gjor en sommer (NO)
En svale gjør en sommer (NO)
Dziewczyna z Paryza (PL)
Encontro Inesperado (PT)
Uma Andorinha Fez a Primavera (PT)
Девушка из Парижа (RU)
Une hirondelle a fait le printemps (XX)
One Swallow Brought Spring (XX)";"FR / BE";"2000";"Christian Carion";"2 759 698"
"Youth (EN)
Grand Finale (EN)
In the Future (EN)
The Early Years (EN)
Младост (BG)
Ewige Jugend (DE)
Νιότη (EL)
La juventud (ES)
Juventud (ES)
La joventut (ES)
Noorus (ET)
Jouvence (FR)
The Youth (FR)
Mladost (HR)
Ifjúság (HU)
Youth - La giovinezza (IT)
Il futuro (IT)
Grand Finale (JA)
Jaunyste (LT)
Mlodosc (PL)
A Juventude (PT)
Juventude (PT)
Tinerete (RO)
Молодость (RU)
Mladost (SL)
Mladost (SR)
Gençlik (TR)
Юнiсть (UK)
Neourim (XX)";"IT / FR / GB / CH";"2015";"Paolo Sorrentino";"2 742 421"
"L'enquête corse (FR)
Corsican File (EN)
The Corsican File (EN)
Корсиканска афера (BG)
Korsický případ (CS)
Willkommen bei den Korsen (DE)
Trelli katadioxi stin Korsiki (EL)
El archivo corso (ES)
Korsika toimik (ET)
Nagy zűr Korzikan (HU)
Nagy zűr Korzikán (HU)
Il bandito Corso (IT)
Grunt to rodzinka (PL)
Um Detective em Apertos (PT)
Missão Córsega - O Filme (PT)
O Inquérito Corsa (PT)
Um Detective em Apuros (PT)
Filiera Corsicana (RO)
Корсиканец (RU)
Korsikali (TR)
Корсиканець (UK)
L'enquête corse (XX)
Korsický prípad (XX)";"FR";"2004";"Alain Berberian";"2 734 613"
"Mechanic: Resurrection (EN)
Mechanic 2 (EN)
Механикът: Възкресение (BG)
Mechanic: Resurrection (DE)
Το μούτρο: Η επιστροφή (EL)
El especialista: Resurrección (ES)
El Especialista: Resurrección (ES)
El especialista: La resurrección (ES)
Mechanic: Resurrection (ES)
Mehaanik: Ülestõusmine (ET)
Le mécano: la résurrection (FR)
Mechanic: Resurrection (FR)
Mechanic: Résurrection (FR)
Ledeni ubojica: Povratak (HR)
A mestergyilkos: Feltámadás (HU)
Mechanic: Resurrection (IT)
Ha'mekhonai 2: ha'tkhiya (IW)
Mechanikas: sugrizimas (LT)
Mechanikas: sugrižimas (LT)
Mechanik: Konfrontacja (PL)
Assassino à Preço Fixo 2: A Ressurreição (PT)
Mechanic: Assassino Profissional (PT)
Mecanicul 2 (RO)
Механик: Воскрешение (RU)
Ledeni morilec: vrnitev (SL)
Mehaničar: Povratak (SR)
Suikast (TR)
Механiк: Воскресiння (UK)
El especialista: Resurrección (XX)
Mechanic: Resurrection (XX)
Le mécano: la résurrection (XX)
Ha'mekhonai 2: ha'tkhiya (XX)
Mechanic 2 (XX)";"US / FR";"2016";"Dennis Gansel";"2 729 985"
"Palais royal! (FR)
Пале Роял! (BG)
Den kongelige familie (DA)
Palais royal! (EL)
Palacio real (ES)
¡Palacio Real! (ES)
Királyi kalamajka (HU)
Den Kongelige Familien (NO)
Dondoca à força (PT)
Dondoca à Força (PT)
Surprize La Palatul Regal (RO)
Королевский дворец! (RU)
Vasa visokost (SL)
Palais royal! (XX)
Palais Royal (XX)";"FR / GB";"2005";"Valérie Lemercier";"2 729 014"
