"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Arthur et la vengeance de Maltazard (EN)
Arthur and the Great Adventure (EN)
Arthur and the Great Adventure (EN)
Arthur a Maltazardova pomsta (CS)
Arthur Og Maltazars Hævn (DA)
Arthur og Maltazars hævn (DA)
Arthur & die Minimoys 2 (DE)
Arthur und die Minimoys - Die Rückkehr des Bösen M (DE)
O Arthur kai i ekdikisi tou Maltazard (EL)
Ο Αρθουρ και η Εκδίκηση του Μαλταζάρ (EL)
Arthur y la venganza de Maltazard (ES)
Arthur y el regreso de los Minimoys (ES)
Arthur 2 y el regreso de los Minimoys (ES)
Arthur ja Maltazard (FI)
Arthur 2 (FI)
Arthur 2 (FR)
Arthur et la vengeance de Maltazard (FR)
Arthur i osveta Maltazarda (HR)
Arthur: Maltazár bosszúja (HU)
Arthur e la vendetta di Maltazard (IT)
Artūras ir Maltazaro kerštas (LT)
Arturas ir Maltazaro kerstas (LT)
Arthur En De Wraak Van Malthazard (NL)
Arthur en de wraak van Malthazard (NL)
Arthur og Maltazards hevn (NO)
Artur i zemsta Maltazara (PL)
Artur e a Vingança de Maltazard (PT)
Arthur e a Vingança de Maltazard (PT)
Arthur Si Razbunarea Lui Maltazard (RO)
Arthur si razbunarea lui Maltazard (RO)
Артур и месть Урдалака (RU)
Artur a Maltazardova pomsta (SK)
Artur i Maltazarova osveta (SR)
Arthur och Maltazard (SV)
Arthur maltazar'in intikami (TR)
Артур та помста Вурдалака (UK)
Arthur et la vengeance de Maltazard (XX)
Arthur and the Revenge of Maltazard (XX)";"FR";"2009";"Luc Besson";"5 565 382"
"Nanny McPhee and the Big Bang (EN)
Nanny McPhee Returns (EN)
Nanny McPhee 2 (EN)
Nanny McPhee & the Big Bang (EN)
Бавачката МакФий и големият взрив (BG)
Kouzelná chůva a Velký třesk (CS)
Nanny McPhee med nye tryllerier (DA)
Eine zauberhafte Nanny - Knall auf Fall in ein neues Abenteuer (DE)
I Nanny McPhee kai o megalos samatas (EL)
Η Νάννι ΜακΦι και ο μεγάλος σαματάς (EL)
El regreso de la nana mágica (ES)
La niñera mágica y el Big Bang (ES)
Nanny McPhee ja suur pauk (ET)
Nanny McPhee ja suuri pamaus (FI)
Nanny McPhee et le Big Bang (FR)
Nanny Mcphee-és a Nagy Bumm (HU)
Nanny McPhee és a nagy bumm (HU)
Tata Matilda e il grande botto (IT)
Auklė Makfi ir didysis sprogimas (LT)
Aukle Makfi ir didysis sprogimas (LT)
Brīnimainā Aukle Un Lielāis Sprādziens (LV)
Nanny McPhee: De vonken vliegen eraf (NL)
Nanny McPhee og det store smellet (NO)
Niania i wielkie bum (PL)
Nanny McPhee e as Lições Mágicas (PT)
Nanny McPhee e o Toque de Magia (PT)
Nanny Mcphee:Marea Infruntare (RO)
Nanny McPhee - Marea infruntare (RO)
Моя ужасная няня 2 (RU)
Dadilja Makfi i veliki prasak (SR)
Nanny McPhee och den magiska skrällen (SV)
Nanny McPhee - Büyük patlama (TR)
Моя жахлива няня: Великий Бум (UK)
Nanny McPhee and the Big Bang (XX)
Le retour de Nounou McPhee (XX)
Nanny McPhee 2: Ha'kesem hozer (XX)
El regreso de la nana mágica (XX)";"GB / US / FR";"2010";"Susanna White";"5 553 160"
"Resident Evil: Afterlife (EN)
Resident Evil: Afterlife: An IMAX 3D Experience (EN)
Resident Evil 4 (EN)
Resident Evil 4: Afterlife (EN)
ЗАРАЗНО ЗЛО 4 (BG)
Заразно зло: Живот след смъртта (BG)
Resident Evil: Afterlife 4 (CS)
Resident Evil: Afterlife (DE)
Resident evil: Trisdiastati apodrasi (EL)
Resident Evil: Τρισδιάστατη απόδραση (EL)
Resident Evil: Ultratumba (ES)
Resident Evil 4 - La Resurreccion (ES)
Resident evil 4: La resurrección (ES)
Resident evil 4: La resurrección (ES)
Resident evil 4: La resurrección (ES)
Resident Evil: Teispoolsus (ET)
Resident Evil: Afterlife (FR)
Resident Evil: Drugi svijet (HR)
Pritajeno Zlo: Zagrobni ®ivot (HR)
A Kaptár - A túlvilág 3D (HU)
A kaptár: Túlvilág (HU)
Baiohazado IV afutaraifu (JA)
Biohazard IV: Afterlife (JA)
Absoliutus blogis: pomirtinis gyvenimas (LT)
Nezūdošais Ļaunums 4 (LV)
Resident Evil 4: Recomeço (PT)
Resident Evil: Ressurreição (PT)
Resident Evil: Viata De Apoi (RO)
Resident Evil: Viata de apoi (RO)
Обитель зла 4: Жизнь после смерти (RU)
Resident Evil: Afterlife (SK)
Nevidno Zlo: Drugi Svet (SL)
Pritajeno zlo - Život posle smrti (SR)
Resident evil: Ölümden sonra (TR)
Оселя зла: Потойбiчне життя (UK)
Resident Evil: Afterlife (XX)
Resident Evil: L'au-delà (XX)
Haoyev shebifnim hahayim she'ahrei (XX)
Resident Evil 4: La resurrección (XX)";"US / DE / FR";"2010";"Paul W.S. Anderson";"5 459 696"
"Mar adentro (ES)
Out of the Sea (EN)
The Sea Inside (EN)
Морето в мен (BG)
Hlas moře (CS)
Mit indre hav (DA)
Das Meer in Mir (DE)
Das Meer in mir (DE)
I thalassa mesa mou (EL)
Η Θάλασσα Μέσα Μου (EL)
Sisemeri (ET)
Meri sisälläni (FI)
Gråta med ett leende (FI)
La mer intérieure (FR)
Zivot je more (HR)
A belső tenger (HU)
Mare dentro (IT)
Juros gelmese (LT)
Havet innenfor (NO)
W strone morza (PL)
W Stronę Morza (PL)
Mar Adentro (PT)
Marea Dinlauntru (RO)
Marea dinlauntru (RO)
Море внутри (RU)
Volanie mora (SK)
Morje v meni (SL)
More u nama (SR)
Gråta med ett leende (SV)
İçimdeki Deniz (TR)
Içimdeki deniz (TR)
Море всерединi (UK)
Mar adentro (XX)
La mer intérieure (XX)
Darya-ye daroon (XX)
The Sea Within (XX)
The Sea Inside (XX)";"ES / FR / IT";"2004";"Alejandro Amenábar";"5 437 128"
"La marche de l'empereur (FR)
March of the Penguins (EN)
The Emperor's Journey (EN)
Походът на императорите (BG)
Putování tučňáků (CS)
Pingvinmarchen (DA)
Die Reise der Pinguine (DE)
To taxidi tou aftokratora (EL)
Το ταξίδι του αυτοκράτορα (EL)
El viaje del emperador (ES)
La marcha de los pingüinos (ES)
La marcha de los pingüinos (ES)
Pingviinide marss (ET)
Pingviinien matka (FI)
Pingvinresan (FI)
Carsko putovanje (HR)
Pingvinek Vandorlasa (HU)
Pingvinek vándorlása (HU)
La Marcia Dei Pinguini (IT)
La marcia dei pinguini (IT)
Celojosas ciltis 2: pingvinu gajiens (LV)
Pingvinenes marsj (NO)
Marsz Pingwinów (PL)
Marsz pingwinów (PL)
A marcha dos pinguins (PT)
A Marcha dos Pinguins (PT)
A Marcha dos Pinguins (PT)
Calea Imparatului (RO)
Calea împaratului (RO)
Птицы - 2: Путешествие на край света (RU)
Putovanie tučniakov (SK)
Popotovanje Cesarskega Pingvina (SL)
Pingvinresan (SV)
İmparatorun Yolculuğu (TR)
Imparator'un yolculugu (TR)
Марш iмператора (UK)
La marche de l'empereur (XX)
Penguin, penguin, paano ka ginawa? (XX)
March of the Penguins (XX)
The Emperor's Journey (XX)";"FR";"2004";"Luc Jacquet";"5 405 565"
"Pixels (EN)
Пиксели (BG)
Píxeles (DA)
Pixels (DE)
Pixels (EL)
Pixeles (ES)
Pixels: La película (ES)
Pixels (FR)
Pikseli (HR)
Pixel (HU)
Pixelim (IW)
Pikseliai (LT)
Pikseli (LV)
Pixels (NO)
Piksele (PL)
Pixels (PT)
Pixels: O aventura digitala (RO)
Пиксели (RU)
Piksli (SL)
Pikseli (SR)
Pixels (TR)
Пiкселi (UK)
Dai Chien Pixels (XX)
Pixels (XX)
Pixels (XX)
Pixelim (XX)
Píxeles (XX)";"US / CN / FR";"2015";"Chris Columbus";"5 400 099"
"Taxi 4 (FR)
Такси 4 (BG)
T4xi (DE)
T4axi (EL)
Ταξί 4 (EL)
Taxi 4 (ES)
Takso 4 (ET)
T4xi (FR)
Taksi 4 (HR)
T4xi (HU)
Taxxi 4 (IT)
Taxi 4 (JA)
Taksi 4 (LT)
T4xi (PT)
Такси 4 (RU)
Taxi 4 (SK)
Taksi 4 (SL)
Taksi 4 (SR)
Taksi 4 (TR)
Таксi 4 (UK)
Taxi 4 (XX)
Taxi 4 (XX)";"FR";"2007";"Gérard Krawczyk";"5 347 989"
"The Queen (EN)
Кралицата (BG)
Královna (CS)
The Queen (DA)
Die Queen (DE)
I vasilissa (EL)
Η βασίλισσα (EL)
La Reina (ES)
La reina (ES)
La reina (ES)
La reina (ES)
La reina (ES)
La reina (ES)
La reina (ES)
La reina (ES)
Kuninganna (ET)
Drottningen (FI)
Kuningatatar (FI)
The queen (FI)
Sa Majesté la Reine (FR)
The Queen (FR)
Kraljica (HR)
A királynő (HU)
La regina (IT)
The Queen - La regina (IT)
Karaliene (LV)
The Queen (NO)
Królowa (PL)
A Rainha (PT)
Regina (RO)
Королева (RU)
Kráľovná (SK)
Kraljica (SL)
Kraljica (SR)
Kraliçe (TR)
Королева (UK)
The Queen (XX)
Sa majesté la reine (XX)
Ha'malka (XX)
La Reina (XX)";"GB / FR / IT";"2006";"Stephen Frears";"5 316 570"
"Tanguy (FR)
Tanguy (EN)
Tanguy - Der Nesthocker (DE)
Tanguy (EL)
Tanguy ¿Que Hacemos Con El Niño? (ES)
Grupo de familia (ES)
Tanguy ¿qué hacemos con el niño? (ES)
Tanguy, peräkamarin poika (FI)
Tanguy, 28 ans, habite encore chez ses parents (FR)
Tanguy, 28 ans, habite toujours chez ses parents (FR)
Tanguy - Nyakunkon a kisfiunk (HU)
Tanguy (IT)
Tanguy - O Menino dos Papás (PT)
Танги (RU)
Tanguy (XX)
Tanguy (XX)";"FR";"2001";"Étienne Chatiliez";"5 284 632"
"Non-Stop (EN)
Flight Game (EN)
Non Stop (EN)
Директен полет (BG)
Non-Stop (CS)
Non-Stop (DE)
Non-Stop (EL)
Non-Stop (Sin escalas) (ES)
Non-Stop: Sin escalas (ES)
Non-Stop: Sin escalas (ES)
Non-Stop (ES)
Non-Stop: Sin escalas (ES)
Non-stop: Sin escalas (ES)
Otselend (ET)
Sans arrêt (FR)
Non-Stop (FR)
Non stop (HR)
Non-Stop (HU)
Non-stop (HU)
Non-Stop (IW)
Flight Game (JA)
Non-Stop (LT)
Non-stop (LT)
Non-Stop: tiešais reiss (LV)
Non stop (ME)
Нон стоп (MK)
Non-Stop (NO)
Non-Stop (PL)
Sem Escalas (PT)
Non-Stop (RO)
Воздушный маршал (RU)
Nonstop (SL)
Non-Stop (TR)
Повiтряний маршал (UK)
Non-stop: Sin escalas (XX)
Non-Stop (XX)
Sans arrêt (XX)
Non-Stop (XX)
Non-Stop: Sin escalas (XX)";"US / GB INC / FR";"2014";"Jaume Collet-Serra";"5 281 737"
"Atonement (EN)
Изкупление (BG)
Pokání (CS)
Soning (DA)
Abbitte (DE)
Exileosi (EL)
Εξιλέωση (EL)
Expiacion. Mas alla de La Pasion (ES)
Expiación, deseo y pecado (ES)
Expiación. Más allá de la pasión (ES)
Expiación, deseo y pecado (ES)
Expiación, deseo y pecado (ES)
Lepitus (ET)
Sovitus (FI)
Reviens-moi (FR)
Okajanje (HR)
Vágy És Vezeklés (HU)
Vágy és vezeklés (HU)
Espiazione (IT)
Tsugunai (JA)
Monanieba (KA)
Atpirkimas (LT)
Om forlatelse (NO)
Pokuta (PL)
Expiação (PT)
Desejo e Reparação (PT)
Remuscare (RO)
Искупление (RU)
Pokánie (SK)
Pokora (SL)
Pokajanje (SR)
Försoning (SV)
Kefaret (TR)
Спокута (UK)
Atonement (XX)
Reviens-moi (XX)
Expiation (XX)
Kapara (XX)
Expiación, deseo ypecado (XX)
Chuoc Toi (XX)";"GB / FR / US";"2007";"Joe Wright";"5 193 502"
"Le goût des autres (FR)
The Taste of Others (EN)
Le Gout des Autres (EN)
Každý to rád jinak (CS)
De andres smag (DA)
Lust auf Anderes (DE)
Lust auf anderes (DE)
Peri orexeos... (EL)
Περί Ορέξεως... (EL)
Para todos los gustos (ES)
El gusto de los otros (ES)
El gusto de los otros (ES)
Teiste maitse (ET)
I andras ögon (FI)
Kukin makunsa mukaan (FI)
Izlés dolga (HU)
Ízlés dolga (HU)
Il gusto degli altri (IT)
De andres smak (NO)
Gusta I Guściki (PL)
Gusta i gusciki (PL)
O Gosto Dos Outros (PT)
O Gosto dos Outros (PT)
O Gosto dos Outros (PT)
O Chestiune de Gust (RO)
На чужой вкус (RU)
I andras ögon (SV)
Le goût des autres (XX)
The Taste of Others (XX)
El gusto de los otros (XX)
The Taste of Others (XX)";"FR";"2000";"Agnès Jaoui";"5 154 587"
"Resident Evil (EN)
Resident Evil: Ground Zero (EN)
Resident Evil the Movie (EN)
Заразно зло (BG)
Resident Evil - Genesis (DE)
Resident Evil (DE)
Resident Evil (EL)
El huésped maldito (ES)
El huésped maldito (ES)
Resident Evil (ES)
Resident Evil: El huésped maldito (ES)
Resident evil - El huésped maldito (ES)
Resident Evil - Surmalbürint (ET)
Resident Evil : Les créatures maléfiques (FR)
Resident Evil (FR)
Resident Evil (HR)
A kaptár (HU)
Baiohazado (JA)
Biohazard (JA)
Absoliutus blogis (LT)
Resident Evil (NO)
Resident evil - Domena zla (PL)
Resident Evil: O Hóspede Maldito (PT)
Resident Evil (PT)
Resident Evil: Experiment Fatal (RO)
Resident evil: Experiment fatal (RO)
Unbeatable Evil (RU)
Обитель зла (RU)
Pritajeno zlo (SR)
Ölümcül deney (TR)
Оселя зла (UK)
Resident Evil (XX)
Resident evil: Les créatures maléfiques (XX)
Resident evil: Les esprits maléfiques (XX)
Resident Evil - Genesis (XX)
Resident Evil: El huésped maldito (XX)";"DE / GB / FR";"2002";"Paul W.S. Anderson";"5 142 742"
"Philomena (EN)
The Lost Child of Philomena Lee (EN)
Филомена (BG)
Philomena: Eine Mutter sucht ihren Sohn (DE)
Philomena (EL)
Philomena (ES)
Philomena (FR)
Philomena - Határtalan szeretet (HU)
Philomena (IT)
Anata wo dakishimeru hi made (JA)
Filomena (LT)
Filomena (LV)
Filomena (ME)
Филомена (MK)
Tajemnica Filomeny (PL)
Philomena (PT)
Filomena (PT)
Филомена (RU)
Philomena (SL)
Filomina (SR)
Umudun Pesinde (TR)
Фiломена (UK)
Philomena (XX)
Philomena (XX)
Philomena (XX)
Philomena (XX)
The Lost Child of Philomena Lee (XX)";"GB / US / FR";"2013";"Stephen Frears";"5 116 168"
"Tinker Tailor Soldier Spy (EN)
Дама, поп, асо, шпионин (BG)
El talp (CA)
Jeden musí z kola ven (CS)
Dame, konge, es, spion (DA)
Dame, König, As, Spion (DE)
Dame König As Spion (DE)
Kai o kliros epese ston Smiley (EL)
Κι ο κλήρος έπεσε στον Σμάιλι (EL)
El topo (ES)
El Espia que Sabia Demasiado (ES)
El espía (ES)
El talp (ES)
El espía que sabía demasiado (ES)
El espía que sabía demasiado (ES)
Plekksepp, rätsep, sõdur, nuhk (ET)
Pappi lukkari talonpoika vakooja (FI)
Pappi, lukkari, talonpoika, vakooja (FI)
La taupe (FR)
Dečko, dama, kralj, špijun (HR)
Suszter, Szabó, Baka, Kém (HU)
Suszter, szabó, baka, kém (HU)
La talpa (IT)
Uragiri no Sâkasu (JA)
Tingkeo teilleo soljeo seupai (KO)
Bastunas, Siuvejas, Kareivis, Snipas (LT)
Bastunas, Siuvejas, Kareivis, Šnipas (LT)
Skārdnieks, Drēbnieks, Zaldāts, Spiegs (LV)
Muldvarpen (NO)
Szpieg (PL)
A Toupeira (PT)
O Espião Que Sabia Demais (PT)
Un spion care stia prea multe (RO)
Шпион, выйди вон! (RU)
Kotlar, Krojač, Vojak, Vohun (SL)
Kotlar, Krojac, Vojak, Vohun (SL)
Krpar, krojač, soldat, špijun (SR)
Köstebek (TR)
Шпигуне, вийди геть! (UK)
Tinker Tailor Soldier Spy (XX)
La taupe (XX)
Ha'hafarperet (XX)
El topo (XX)";"GB / DE / FR";"2011";"Tomas Alfredson";"4 992 126"
"The Italian Job (EN)
Италианска афера (BG)
Loupež po italsku (CS)
The Italian Job - Jagd auf Millionen (DE)
Listeia ala italika (EL)
Ληστεία αλά Ιταλικά (EL)
La estafa maestra (ES)
The Italian Job (ES)
La estafa maestra (ES)
Itaalia rööv (ET)
Italian Job (FI)
Braquage à l'italienne (FR)
Un boulot à l'italienne (FR)
Dobar posao u Italiji (HR)
Az Olasz Meló (HU)
Az olasz meló (HU)
Mini mini daisakusen (JA)
Itališkas apiplėšimas (LT)
Itališkas apiplešimas (LT)
Włoska Robota (PL)
Włoska robota (PL)
Uma Saída de Mestre (PT)
Um Golpe em Itália (PT)
Jaf in stil italian (RO)
Ограбление по-итальянски (RU)
Lúpež po taliansky (SK)
Italijanska misija (SL)
Italijanski posao (SR)
Italyan Isi (TR)
Пограбування по-iталiйськи (UK)
The Italian Job (XX)
The Italian Job (XX)
Un boulot à l'italienne (XX)";"US / FR / GB";"2003";"F. Gary Gray";"4 947 472"
"Les Tuche 2 - Le rêve américain (FR)
100 миллионов евро 2 (RU)
Les Tuche 2 - Le rêve américain (XX)";"FR";"2016";"Olivier Baroux";"4 933 730"
"Two Brothers (EN)
Братята тигри (BG)
Tigerbrødre (DA)
Zwei Brüder (DE)
Dyo adelfia (EL)
Dyo aderfia: O dropalos kai o gennaios (EL)
Dos hermanos (ES)
Dos tigres (ES)
Kaks venda (ET)
Tiikeriveljekset (FI)
Två tigerbröder (FI)
Deux frères (FR)
Dva brata (HR)
Két testvér (HU)
Due fratelli (IT)
Twee Broers (NL)
To Brødre (NO)
Dwaj bracia (PL)
Era Uma Vez Dois Irmãos (PT)
Dois Irmãos (PT)
Doi frati (RO)
Два брата (RU)
Brata (SL)
Två Tigerbröder T 2-8126 (SV)
Två tigerbröder (SV)
Iki kardes (TR)
Двоe братiв (UK)
Deux frères (XX)
Deux frères (XX)
Zwei Brüder (XX)
Two Brothers (XX)";"FR / GB";"2004";"Jean-Jacques Annaud";"4 920 516"
"Raid dingue (FR)
R.A.I.D. Special Unit (EN)
Вземи ме със щурм (BG)
Die Super Cops - Allzeit verrückt (DE)
Μ.Α.Τ. Μονάδα Αποδόμησης Τάξης (EL)
Una policía en apuros (ES)
Raid dingue (FR)
RAID - A törvény nemében (HU)
Agentka specjalnej troski (PL)
Uma Agente Muito Louca (PT)
Raid - Pelotão Chanfrado (PT)
O politista irezistibila - Fugi, daca poti! (RO)
Возьми меня штурмом (RU)
Otkačeni specijalci (SR)
Вiзьми мене штурмом (UK)
Raid dingue (XX)
Raid dingue (XX)
R.A.I.D. Special Unit (XX)";"FR / BE";"2016";"Dany Boon";"4 917 968"
"Hot Fuzz (EN)
Blue Fury (EN)
Raging Fuzz (EN)
Горещи палки (BG)
Jednotka příliš rychlého nasazení (CS)
Jednotka prílis rychlého nasazení (CS)
Hot Fuzz - Zwei abgewichste Profis (DE)
Hot Fuzz - 2 Bad Boys räumen auf (DE)
Hot Fuzz - Verbrechen verboten (DE)
Kaftoi kai asfairoi (EL)
Καυτοί και άσφαιροι (EL)
Arma Fatal (ES)
Arma fatal (ES)
Super Policias (ES)
Arma fatal (ES)
Hot Fuzz: Super policías (ES)
Valusad võmmid (ET)
Eksplozivni murjaci (HR)
Vaskabátok (HU)
Kietas faras (LT)
Hot Fuzz (NO)
Hot fuzz - Ostre psy (PL)
Chumbo Grosso (PT)
Hot Fuzz - Esquadrão de Província (PT)
Politist Meserias (RO)
Politist meserias (RO)
Типа крутые легавые (RU)
Jednotka príliš rýchleho nasadenia (SK)
Jednotka prílis rýchleho nasadenia (SK)
Vroča kifeljca (SL)
Vroca kifeljca (SL)
Panduri u akciji (SR)
Siki Aynasizlar (TR)
Крутi фараони (UK)
Hot Fuzz (XX)
Super flic (XX)";"GB / FR";"2007";"Edgar Wright";"4 908 203"
