"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Astérix : Le domaine des dieux (FR)
Asterix: The Mansions of the Gods (EN)
Asterix and Obelix: Mansion of the Gods (EN)
Астерикс: Имението на боговете (BG)
Asterix: Sídliste bohu (CS)
Asterix: I gudernes land (DA)
Asterix: Byplanlæggeren (DA)
Asterix im Land der Götter (DE)
Αστερίξ: Η κατοικία των θεών (EL)
Astérix: La residencia de los dioses (ES)
Asterix - Gudarnas hemvist (FI)
Asterix: Jumaltenrannan nousu ja tuho (FI)
Asteriks: Grad bogova (HR)
Asterix: Az istenek otthona (HU)
Asterix e il regno degli dei (IT)
Asteriksas. Dievų žemė (LT)
Asterix en Obelix 3D: De Romeinse Lusthof (NL)
Asterix: Byplanleggeren (NO)
Asteriks i Obeliks: Osiedle bogów (PL)
Asterix i Obelix: Wioska bogów (PL)
Astérix: A Terra dos Deuses (PT)
Astérix: O Domínio dos Deuses (PT)
Asterix: Domeniul zeilor (RO)
Астерикс: Земля Богов (RU)
Asterix: domovanje bogov (SL)
Asteriks: Naselje Bogova (SR)
Astérix - Gudarnas hemvist (SV)
Asteriks: Roma Sitesi (TR)
Астерiкс: Земля Богiв (UK)";"FR / BE";"2014";"Alexandre Astier
Louis Clichy";"4 326 093"
"Transporter 3 (EN)
The Transporter 3 (EN)
Транспортер 3 (BG)
Kurýr 3 (CS)
Transporter 3 (EL)
El Transportador 3 (ES)
El transportador 3 (ES)
Transporter 3 (ES)
El transportador 3 (ES)
El transportador 3 (ES)
Riskikuller 3 (ET)
Le transporteur 3 (FR)
Transporter 3 (HR)
A Szállító (HU)
A szállító 3. (HU)
Transporter 3: Unlimited (JA)
Transporteris 3 (LT)
Kurjers 3 (LV)
Transporter 3 (NO)
Transporter - Correio de risco 3 (PT)
Carga Explosiva 3 (PT)
Transporter - Correio de Risco 3 (PT)
Curierul 3 (RO)
Перевозчик-3 (RU)
Kuriér 3 (SK)
Prenašalec 3 (SL)
Prenasalec 3 (SL)
Tasiyici 3 (TR)
Перевiзник 3 (UK)
Transporter 3 (XX)
Le transporteur 3 (XX)
Wanming kuaidi 3 (XX)
Payk 3 (XX)
El transportador 3 (XX)";"FR / GB";"2008";"Olivier Megaton";"4 323 311"
"Podium (FR)
Superstar (CS)
O sosias (EL)
Pódium (HU)
Podium (PT)
Viata de scena (RO)
Подиум (RU)
Na odru (SL)
Podium (XX)
Podium (XX)";"FR / BE";"2004";"Yann Moix";"4 221 757"
"Taxi 5 (FR)
Такси 5 (BG)
5ta a fondo (ES)
Taksi 5 (LT)
Táxi 5 (PT)
Taxi 5 (RO)
Такси 5 (RU)
Taksi 5 (TR)
Таксi 5 (UK)
Taxi 5 (XX)
Taxi 5 (XX)
Taxi be'hiloukh 5 (XX)";"FR";"2018";"Franck Gastambide";"4 155 236"
"Les profs (FR)
Serial Teachers (EN)
School Camp - Fies gegen mies (DE)
Les Profs (FR)
Nagytudásúak (HU)
Cialo pedagogiczne (PL)
Os Profs (PT)
Безумные преподы (RU)
Amman Hocam (TR)
Les Profs (XX)
Serial Teachers (XX)";"FR";"2013";"Pierre-François Martin-Laval";"4 144 588"
"Camping 2 (FR)
Кемпинг 2 (RU)
Camping 2 (XX)";"FR";"2010";"Fabien Onteniente";"4 096 962"
"LOL (Laughing Out Loud) ® (FR)
Lol (EN)
Lol (Laughing Out Loud) (DE)
LoL (EL)
Pethaino sta gelia (EL)
Lol (Laughing Out Loud)® (ES)
Lol@ (ES)
Lol (FR)
LOL - Zűrös kamaszok (HU)
LOL - Il tempo dell'amore (IT)
LOL (LT)
LoL (PL)
Rindo A Toa (PT)
Rindo à Toa (PT)
LOL [pжунимагу] (RU)
LOL (SV)
LOL (Laughing Out Loud) ® (XX)
LOL (XX)";"FR";"2008";"Lisa Azuelos";"4 066 628"
"Taken (EN)
96 Hours (EN)
Твърде лично (BG)
96 hodin (CS)
96 Hodin (CS)
Taken (DA)
96 Hours (DE)
I arpagi (EL)
Η αρπαγή (EL)
Venganza (ES)
Búsqueda implacable (ES)
Búsqueda implacable (ES)
Búsqueda implacable (ES)
Búsqueda implacable (ES)
Röövitud (ET)
Taken (FI)
Taken (FR)
96 sati (HR)
Oteta (HR)
Elrabolva (HU)
Io Vi Trovero' (IT)
Io vi troverò (IT)
Taken - Io vi troverò (IT)
96-jikan (JA)
Pagrobimas (LT)
Nolaupītā (LV)
Nolaupiitaa (LV)
Taken (NO)
Uprowadzona (PL)
Busca implacável (PT)
Busca Implacável (PT)
Busca Implacável (PT)
Teroare in Paris (RO)
Заложница (RU)
96 hodín (SK)
Ugrabljena (SL)
96 sati (SR)
Oteta (SR)
Taken (SV)
96 saat (TR)
Викрадена (UK)
Taken (XX)
L'enlèvement (XX)
Búsqueda implacable (XX)";"FR / US / GB";"2008";"Pierre Morel";"4 057 191"
"Alibi.com (FR)
Άλλοθι για παντρεμένους (EL)
Alibi.com, agencia de engaños (ES)
Cómplices.com (ES)
Alibi.com (PT)
SuperАлиби (RU)
SuperАЛIБI (UK)
Alibi.com (XX)";"FR";"2017";"Philippe Lacheau";"4 043 627"
"Tais-toi ! (FR)
Ruby & Quentin (EN)
Shut up! (EN)
Shut Up! (EN)
Руби и Куентин (BG)
Drz hubu! (CS)
Hold kæft! (DA)
Ruby & Quentin - Der Killer und die Klette (DE)
Oi spesialistes (EL)
Οι Σπεσιαλίστες (EL)
Que Te Calles (ES)
Ruby y Quentin: Dije que te calles! (ES)
¡Que te calles! (ES)
Jää vait! (ET)
Turpa kiinni! (FI)
Håll käften! (FI)
Les tourtereaux (FR)
Ruby & Quentin (FR)
Tais-toi! (FR)
Pofa Be! (HU)
Pofa be! (HU)
Stà zitto...non rompere (IT)
Sta' zitto... non rompere (IT)
Shut Up (KO)
Pakluse! (LV)
Shut Up (NL)
Hold kjeft! (NO)
Przyjaciel gangsera (PL)
Przyjaciel gangstera (PL)
Cala-te (PT)
Dupla Confusão (PT)
Cala-te! (PT)
Ciocu' mic! (RO)
Невезучие (RU)
Drz hubu! (SK)
Zapri gobec (SL)
Zaveži i beži (SR)
Håll käft! (SV)
Dost musun? Düşman mı? (TR)
Dost musun, düsman mi? (TR)
Tais-toi! (XX)
Tais-toi! (XX)
Ruby & Quentin - Der Killer und die Klette (XX)";"FR / IT";"2003";"Francis Veber";"4 030 083"
"Le prénom (FR)
What's in a Name (EN)
What's in a Name? (EN)
Името (BG)
Det er bare et navn (DA)
Der Vorname (DE)
Gia ola ftaiei t' onoma sou! (EL)
Για όλα φταίει τ' όνομά σου! (EL)
El nombre (ES)
Mitä nimi tuo tullessaan? (FI)
Hogyan Nevezzelek? (HU)
Hogyan nevezzelek? (HU)
Cena Tra Amici (IT)
Cena tra amici (IT)
Det er bare fornavnet! (NO)
Imie (PL)
O Nome da Discórdia (PT)
Qual É o Nome do Bebê (PT)
Имя (RU)
Ime (SR)
Det är bara förnamnet (SV)
Iм'я (UK)
Le prénom (XX)
Le prénom (XX)
Shem prati (XX)
What's in a Name? (XX)";"FR / BE";"2012";"Alexandre de La Patellière
Matthieu Delaporte";"3 998 593"
"Chouchou (FR)
Milacik pariza (CS)
Chouchou (EL)
Szívem csücske, Chouchou (HU)
Szívem csücske: Chouchou (HU)
Kociak (PL)
Chouchou em Apuros (PT)
Xuxu (PT)
Шу-шу (RU)
Šušu - miláčik Paríža (SK)
Gönül Çelen (TR)
Gönül çelen (TR)
Chouchou (XX)";"FR";"2003";"Merzak Allouache";"3 961 685"
"Potiche (FR)
Potiche (Trophy Wife) (EN)
Трофейна съпруга (BG)
Profesionální manželka (CS)
Profesionální manzelka (CS)
Trofæ - fruen (DA)
Potiche: Trofæ-fruen (DA)
Das Schmuckstück (DE)
Potiche (EL)
Potiche, Mujeres Al Poder (ES)
Mujeres al poder (ES)
Mujeres al poder (ES)
Potiche, mujeres al poder (ES)
Potiche, mujeres al poder (ES)
Potiche (FI)
Potiche - aivovaimo (FI)
Trofejna zena (HR)
Született feleség (HU)
Potiche - La Bella Statuina (IT)
Potiche - La bella statuina (IT)
Potiche. Žmonos maištas (LT)
Žmonos maištas (LT)
Sieva Uz Pilnu Slodzi (LV)
Frustrert fransk frue - Potiche (NO)
Frustrert fransk frue (NO)
Zona doskonala (PL)
POTICHE - MINHA RICA MULHERZINHA (PT)
Potiche - Esposa Troféu (PT)
Potiche - Minha Rica Mulherzinha (PT)
Отчаянная домохозяйка (RU)
Profesionálna manželka (SK)
Gospodinja (SL)
Žena za ukras (SR)
Potiche - en fransk troféfru (SV)
Potiche - En fransk troféfru (SV)
Kadin İsterse (TR)
Kadin Isterse (TR)
Potiche (XX)
Isha Tza'atzua (XX)
Mujeres al poder (XX)";"FR / BE";"2010";"François Ozon";"3 889 613"
"Océans (FR)
Oceans (EN)
Oceans (DA)
Unsere Ozeane (DE)
Oceans (EL)
Okeanoi (EL)
Oceanos (ES)
Océanos (ES)
Océanos (ES)
Océanos (ES)
Océanos (ES)
Óceánok (HU)
La vita negli oceani (IT)
Gyvasis vandenynas (LT)
Dzīvais Okeāns (LV)
De blå hav (NO)
Oceany (PL)
Oceanos (PT)
Океаны (RU)
Oceans (SV)
Океани (UK)
Océans (XX)
Oceans (XX)";"FR / ES / CH";"2009";"Jacques Perrin
Jacques Cluzaud";"3 870 211"
"Je vous trouve très beau (FR)
You are so beautiful (EN)
Sie sind ein schöner Mann (DE)
Eres muy guapo (ES)
Usted es muy guapo (ES)
La fille de l'Est (FR)
Tök jóképű vagy! (HU)
Você é Tão Bonito! (PT)
Uma Mulher Inesperada (PT)
Va gasesc fermecator (RO)
Вы так прекрасны (RU)
Je vous trouve très beau (XX)
Ahava B'Kfar (XX)
You Are So Beautiful (XX)";"FR";"2005";"Isabelle Mergault";"3 859 278"
"Les rivières pourpres II - Les anges de l'apocalypse (FR)
Crimson Rivers 2: Angels of the Apocalypse (EN)
Purpurové řeky 2: Andělé apokalypsy (CS)
Die purpurnen Flüsse 2 (DE)
Rios de color purpura 2 : Los Angeles del Apocalips (ES)
Purpurjõed 2 (ET)
Les rivières pourpres 2 - Les anges de l'apocalypse (FR)
Apokalipszis angyalai (HU)
I fiumi di porpora 2: Gli angeli dell'apocalisse (IT)
Aniolowie Apokalipsy (PL)
Os Anjos do Apocalipse (PT)
Rauri De Purpura 2:Ingerii Apocalip (RO)
Purpurové rieky 2 (SK)
Kiyamet Melekleri (TR)";"FR / IT / GB";"2004";"Olivier Dahan";"3 841 078"
"Arthur et la guerre des deux mondes (FR)
Arthur 3: The War of the Two Worlds (EN)
King Of The Elves (EN)
Артур 3 (BG)
Arthur a souboj dvou světů (CS)
Arthur 3 - de to verdener (DA)
Arthur und die Minimoys 3 - Die große Entscheidung (DE)
Arthur 3: La guerra de los mundos (ES)
Arthur 3: Rat dvaju svjetova (HR)
Arthur 3 - A világok harca (HU)
Arthur 3 - La Guerra Dei Due Mondi (IT)
Arthur 3 og De To Verdener (NO)
Artur i Minimki. Dwa światy (PL)
Artur 3 - E A Guerra Dos Dois Mundos (PT)
Arthur a súboj dvoch svetov (SK)
Arthur och de två världarna (SV)";"FR";"2010";"Luc Besson";"3 815 418"
"Le concert (FR)
The Concert (EN)
Концертът (BG)
Koncert (CS)
Koncerten (DA)
Das Konzert (DE)
El concierto (ES)
El Gran Concierto (ES)
El gran concierto (ES)
Kontsert (ET)
Konsertti (FI)
Konserten (FI)
Koncert (HR)
A koncert (HU)
Il Concerto (IT)
Il concerto (IT)
Orchestra! (JA)
Koncerts (LV)
Konserten (NO)
Koncert (PL)
O Concerto (PT)
Concertul (RO)
Kontsert (RU)
Концерт (RU)
Koncert (SK)
Konserten (SV)
Paris'te son konser (TR)
Le concert (XX)
Le concert (XX)
Ha'concert (XX)
The Concert (XX)";"FR / BE / RO / IT";"2009";"Radu Mihaileanu";"3 812 145"
"Les vacances du petit Nicolas (FR)
Ваканциите на малкия Никола (BG)
Mikulášovy patálie na prázdninách (CS)
Der kleine Nick macht Ferien (DE)
O mikros Nikolas paei diakopes (EL)
Las vacaciones del pequeño Nicolás (ES)
Väike Nicolas (ET)
Väikese Nicolas’ suvevaheaeg (ET)
Kis Nicolas Nyaral (HU)
A kis Nicolas nyaral (HU)
Le vacanze del piccolo Nicolas (IT)
Mažylio Nikolia atostogos (LT)
Kleine Nicolaas gaat op vakantie (NL)
Wakacje Mikołajka (PL)
Wakacje Mikolajka (PL)
As Férias do Pequeno Nicolau (PT)
As Férias do Menino Nicolau (PT)
Micuţul Nicolas în vacanţă (RO)
Каникулы маленького Николя (RU)
Nikec na pocitnicah (SL)
Pitircik Tatilde (TR)
Канiкули маленького Нiколя (UK)
Les vacances du petit Nicolas (XX)
Les vacances du petit Nicolas (XX)
Les vacances du petit Nicolas (XX)
Nicholas on Holiday (XX)";"FR";"2014";"Laurent Tirard";"3 764 382"
"Ensemble, c'est tout (FR)
Hunting and Gathering (EN)
Bare sammen (DA)
Zusammen ist man weniger allein (DE)
Ftanei na' maste mazi (EL)
Φτάνει να 'μαστε μαζί (EL)
Juntos Nada Mas (ES)
Juntos, nada más (ES)
Juntos, nada más (ES)
Junts, i prou (ES)
Juntos, Nada Más (ES)
Kimpassa (FI)
Ensemble, c'est tout - Kimpassa (FI)
Egyedül Nem Megy (HU)
Egyedül nem megy (HU)
Semplicemente insieme (IT)
Tiesiog kartu (LT)
Sammen er vi mindre alene (NO)
Po prostu razem (PL)
Enfim, Juntos (PT)
Impreuna (RO)
Împreuna (RO)
Просто вместе (RU)
Zajedno, to je sve (SR)
Tillsammans är man mindre ensam (SV)
Bir aradayiz, hepsi bu (TR)
Ensemble, c'est tout (XX)
Hunting and Gathering (XX)
Hunting and Gathering (XX)";"FR";"2007";"Claude Berri";"3 721 963"
"Les profs 2 (FR)
Σεσημασμένοι καθηγητές 2 (EL)
Nagytudásúak 2. (HU)
Безумные преподы: Миссия в Лондон (RU)
Amman hocam 2 (TR)
Les profs 2 (XX)
Serial Teachers 2 (XX)
Les Profs 2 (XX)
Les Profs en vacances (XX)";"FR";"2015";"Pierre-François Martin-Laval";"3 687 148"
"La Doublure (FR)
The Valet (EN)
Дубльорът (BG)
In flagranti - Wohin mit der Geliebten? (DE)
Kata lathos... erastis (EL)
El juego de los idiotas (ES)
Mi otro yo (ES)
Novia por compromiso (ES)
La boulette (FR)
La doublure (FR)
Topmodell a barátnőm (HU)
Una Top Model Nel Mio Letto (IT)
Una top model nel mio letto (IT)
Czyja To Kochanka? (PL)
Czyja to kochanka? (PL)
Duplo No Amor (PT)
Contratado para Amar (PT)
Duplo no Amor (PT)
Tipu' De La Parcare (RO)
Dublura (RO)
Дублер (RU)
Дублер (UK)
La doublure (XX)
The Valet (XX)";"FR / IT / BE";"2006";"Francis Veber";"3 670 425"
"Neuilly sa mère ! (FR)
Neuilly Yo Mama! (EN)
Neuilly sa mère! (FR)
Нёйи, ее мать! (RU)
Neuilly sa mère! (XX)
Neuilly Yo Mama! (XX)
Neuilly Yo Mama! (XX)";"FR";"2009";"Gabriel Julien-Laferrière";"3 661 878"
"Coco avant Chanel (FR)
Coco before Chanel (EN)
Coco Before Chanel (EN)
Coco Before Chanel (EN)
Коко преди Шанел (BG)
Coco Chanel (CS)
Coco Før Chanel (DA)
Coco før Chanel (DA)
Coco Chanel - Beg. einer Leidenschaft (DE)
Coco Chanel - Der Beginn einer Leidenschaft (DE)
Coco Chanel: Der Beginn einer Leidenschaft (DE)
Coco Before Chanel (EL)
Ston kosmo tis Coco Chanel (EL)
Coco: De La Rebeldia A La Leyenda De Chanel (ES)
Coco antes de Chanel (ES)
Coco, de la rebeldía a la leyenda de Chanel (ES)
Coco, de la rebel·lia a la llegenda de Chanel (ES)
Coco enne Chaneli (ET)
Coco Avant Chanel (FI)
Coco ennen Chanelia (FI)
Untitled Coco Chanel Project (FR)
Coco Prije Chanel (HR)
Coco Chanel (HU)
Coco Avant Chanel - L'Amore Prima Del Mito (IT)
Coco avant Chanel - L'amore prima del mito (IT)
Coco avant Chanel (JA)
Koko avan Shaneru (JA)
Coco prieš Chanel (LT)
Coco Pirms Chanel (LV)
Coco før Chanel (NO)
Coco Chanel (PL)
Coco avant Chanel (PT)
Coco Antes de Chanel (PT)
Coco Avant Chanel (PT)
Coco Chanel (RO)
Coco înainte de Chanel (RO)
Коко до Шанель (RU)
Coco Chanel (SK)
Coco Chanel (SL)
Coco - livet före Chanel (SV)
Coco - Livet före Chanel (SV)
Coco Chanel'den önce (TR)
Coco avant Chanel (XX)
Coco avant Chanel (XX)
Coco Ghabl az Chanel (XX)";"FR";"2009";"Anne Fontaine";"3 624 160"
"Astérix et les Vikings (FR)
Asterix a Vikingové (CS)
Asterix og Vikingerne (DA)
Asterix und die Wikinger (DE)
Asterix y los Vikingos (ES)
Asterix ja viikingit (FI)
Asterix És A Vikingek (HU)
Asterix e i Vichinghi (IT)
Asterix og vikingene (NO)
Asterix I Wikingowie (PL)
Astérix e os Vikings (PT)
Asterix Si Vikingii (RO)
Asterix a Vikingovia (SK)
Asterix In Vikingi (SL)
Asterix och vikingarna (SV)";"FR / DK";"2006";"Stefan Fjeldmark
Jesper Møller";"3 558 709"
"Prête-moi ta main (FR)
I Do: How to Get Married and Stay Single (EN)
Rent a Wife (EN)
I Do (EN)
Как да се ожениш и останеш ерген (BG)
Gift mand søger kone (DA)
Dose mou to heri sou (EL)
Se renta esposa (ES)
Mi novia Emma (ES)
Cómo casarse y mantenerse soltero (ES)
L'amour est un bouquet de violettes (FR)
Rent a Wife (FR)
Igen, akarom? (HU)
Prestami la tua mano (IT)
Układ idealny (PL)
Uklad idealny (PL)
A Noiva Perfeita (PT)
Como Casar e Ficar Solteiro (PT)
Mireasã de împrumut (RO)
Как жениться и остаться холостым (RU)
Kako se proročiti in Ostati Samski (SL)
Skötsam, gift man söker kvinna... (SV)
Prête-moi ta main (XX)
Kala be'hash'ala (XX)
I Do (XX)
I Do: How to Get Married and Stay Single (XX)";"FR";"2006";"Eric Lartigau";"3 553 378"
"Radin ! (FR)
Penny Pincher! (EN)
Скъперник (BG)
Nichts zu verschenken (DE)
Ο αρχιτσιγκούνης (EL)
Manual de un tacaño (ES)
¡Qué tacaño! (ES)
Radin! (FR)
Škrtica (HR)
A sóher (HU)
Radin l'avaro (IT)
Un tirchio quasi perfetto (IT)
Kamtzan! (IW)
Dusigrosz (PL)
Um Rico Sovina (PT)
Жмот (RU)
Жмот (UK)
Radin! (XX)
Radin! (XX)
Kamtzan! (XX)
Penny Pincher! (XX)";"FR";"2016";"Fred Cavayé";"3 539 785"
"Le boulet (FR)
Dead Weight (EN)
Джакпот (BG)
Blbec na krku (CS)
En klods om benet (DA)
2 Nieten & 6 Richtige (DE)
Ball & Chain - Zwei Nieten und sechs Richtige (DE)
Ultra Loser (DE)
Gyalia karfia (EL)
El embolao (ES)
Lotomadin (ET)
Lottoralli (FI)
A Tökös, a Török, az Őr meg a Nő (HU)
A tökös, a Török, az őr meg a nő (HU)
In fuga col cretino (IT)
Le boulet - In fuga nel deserto (IT)
Rally (NL)
Pościg Za Milionem (PL)
Poscig za milionem (PL)
Peso Morto (PT)
Peso Morto (PT)
Norocosi cu ghinion (RO)
Полный привод (RU)
Macher, magor a 15 melónov (SK)
Le Boulet - Miljonärjakten (SV)
Le Boulet - Miljonjakten (SV)
Le boulet (XX)
The Bullet (XX)
Ball and Chain (XX)
Ball and Chain (XX)
Dead Weight (XX)";"FR / GB";"2002";"Alain Berberian
Frédéric Forestier";"3 473 581"
