"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"36 Quai des Orfèvres (FR)
36 (EN)
36 Quai des Orfèvres (EN)
36th Precinct (EN)
Válka policajtů (CS)
Válka policajtu (CS)
Mellem Fjender (DA)
Mellem fjender (DA)
36 - Tödliche Rivalen (DE)
Vromikos kosmos (EL)
Asuntos pendientes (ES)
El muelle (ES)
Poliisipiiri 36 (FI)
Vallan piiri (FI)
36 (HU)
36 (IT)
Mellom Fiender (NO)
Mellom fiender (NO)
36 (PL)
36 anti-corrupção (PT)
36 (PT)
36 Anti-Corrupção (PT)
Politia judiciara (RO)
Набережная Орфевр, 36 (RU)
Specijalci iz broja 36 (SR)
Fiender emellan (SV)
Adaletin Merkezi (TR)
36 Adaletin Merkezi (TR)
36 Quai des Orfèvres (XX)";"FR";"2004";"Olivier Marchal";"2 174 151"
"Médecin de campagne (FR)
Irreplaceable (EN)
The Country Doctor (EN)
The Country Doctor (EN)
Провинциален лекар (BG)
Lægen fra Chaussy (DA)
Der Landarzt von Chaussy (DE)
Γιατρός στο χωριό (EL)
En un lugar de Francia (ES)
Un Doctor en la Campiña (ES)
Un doctor en la campiña (ES)
Un amigo irremplazable (ES)
Irremplaçable (FR)
A pótolhatatlan Werner doktor (HU)
Il medico di campagna (IT)
Kaimo gydytojas (LT)
Lekarz na prowincji (PL)
Médico de Província (PT)
Insubstituível (PT)
Сельский врач (RU)
Läkaren på landet (SV)
En un lugar de Francia (XX)
Médecin de campagne (XX)
Médecin de campagne (XX)
Roffe ha'kfar (XX)
Irreplaceable (XX)";"FR";"2016";"Thomas Lilti";"2 165 748"
"Eyjafjallajökull (FR)
Volcano (EN)
The Vulcano (EN)
The Volcano (EN)
Вулканът Ейяфятлайокул (BG)
Eyjafjallajökull - Der unaussprechliche Vulkanfilm (DE)
Ο πόλεμος των πρώην (EL)
Eyjafjallajökull o simplemente El Volcán (ES)
Divorcio a la francesa (ES)
Le volcan (FR)
Eyjafjallajökull : Le volcan (FR)
Vulkan (HR)
Tutta colpa del vulcano (IT)
Aistrų vulkanas (LT)
Aistru vulkanas (LT)
Eijafjadlajegidls (LV)
Uziemieni (PL)
Eyjafjallajökull: Dupla Catástrofe (PT)
Вулкан страстей (RU)
Вулкан пристрастей (UK)
Eyjafjallajökull (XX)
Le volcan (XX)";"FR";"2013";"Alexandre Coffre";"2 163 931"
"Fauteuils d'orchestre (FR)
Orchestra Seats (EN)
Avenue Montaigne (EN)
Orkesterpladser (DA)
Ein perfekter Platz (DE)
Proti seira plateia (EL)
Lo mejor de nuestras vidas (ES)
Patio de butacas (ES)
Avenue Montaigne (FR)
Művészlelkek (HU)
Un po' per caso, un po' per desiderio (IT)
Krzesla dla orkiestry (PL)
O lugar ideal (PT)
Um Lugar na Platéia (PT)
O Lugar Ideal (PT)
Rendez-Vous Pe Avenue Montaigne (RO)
Места в партере (RU)
Parkettplats (SV)
Orchestra Seats (SV)
Fauteuils d'orchestre (XX)
Avenue Montaigne (XX)
Fauteuils d'orchestre (XX)
Orchestra Seats (XX)
Kisaot musicaliyim (XX)
Orchestra Seats (XX)";"FR";"2006";"Danièle Thompson";"2 153 940"
"De l'autre côté du lit (FR)
Смяна на местата (BG)
От другата страна на леглото (BG)
Auf der anderen Seite des Bettes (DE)
Cambiando de lugar (ES)
Cambio de papeles (ES)
Gyerekek vagy egyebek (HU)
Sarà perché ti amo (IT)
Kitoje lovos puseje (LT)
Kobieta na Marsie, mężczyzna na Wenus (PL)
Schimbare de roluri (RO)
По ту сторону кровати (RU)
По iншу сторону лiжка (UK)
De l'autre côté du lit (XX)
Changing Sides (XX)";"FR";"2009";"Pascale Pouzadoux";"2 145 376"
"9 mois ferme (FR)
9 Month Stretch (EN)
9 meses... de condena! (ES)
9 meses... ¡de condena! (ES)
Raskautta ja anarkiaa (FI)
9 Hónap Letöltendő (HU)
9 hónap letöltendő (HU)
Osuđena na 9 mjeseci (ME)
9 месеци казна (MK)
Dziewiec dlugich miesiecy (PL)
Uma Juíza Sem Juízo (PT)
Gravidez de... Alto Risco (PT)
9 luni, în cautarea tatalui (RO)
9 месяцев строгого режима (RU)
Osuđeni na 9 meseci (SR)
Kärlek och brott (SV)
9 mois ferme (XX)
9 mois ferme (XX)
9-Month Stretch (XX)";"FR";"2013";"Albert Dupontel";"2 080 598"
"Pattaya (FR)
Aventuri in Pattaya (RO)
Мальчишник в Паттайе (RU)
Chet Cuoi O Pattaya (XX)
Pattaya (XX)";"FR";"2016";"Franck Gastambide";"2 067 570"
"Au revoir là-haut (FR)
See You Up There (EN)
Ще се видим там горе (BG)
Vi ses deroppe (DA)
Ραντεβού εκεί ψηλά (EL)
Nos vemos allá arriba (ES)
Näkemiin taivaassa (FI)
Au revoir là-haut (FR)
Viszontlátásra odafönt (HU)
Do zobaczenia w zaswiatach (PL)
Até Nos Vermos Lá em Cima (PT)
Nos Vemos no Paraíso (PT)
La revedere acolo sus (RO)
До свидания там, наверху (RU)
Doviđenja, tamo gore (SR)
Bakom masken (SV)
Au revoir là-haut (XX)
Au revoir là-haut (XX)
Lehitraot sham le'malla (XX)
See You Up There (XX)";"FR / CA";"2017";"Albert Dupontel";"2 058 925"
"Dans la maison (FR)
In the House (EN)
В Къщата (BG)
Selv i de bedste hjem (DA)
In ihrem Haus (DE)
To agori sto teleftaio thranio (EL)
Το αγόρι στο τελευταίο θρανίο (EL)
En la casa (ES)
Kodus (ET)
Vieras talossa (FI)
Bakom stängda dörrar (FI)
U kući (HR)
A Házban (HU)
A házban (HU)
Nella casa (IT)
Kiken na purotto (JA)
Provokuojantys užrašai (LT)
Provokuojantys uzrasai (LT)
Mājā (LV)
I de beste hjem (NO)
U niej w domu (PL)
Dentro de casa (PT)
Dentro da Casa (PT)
Dentro de Casa (PT)
In Casa (RO)
În casa (RO)
В доме (RU)
B дoме (RU)
V Hiši (SL)
U kući (SR)
Bakom stängda dörrar (SV)
Evde (TR)
Dans la maison (XX)
Dans la maison (XX)
Be'toh ha'bayit (XX)
En la casa (XX)
In the House (XX)";"FR";"2012";"François Ozon";"2 047 007"
"Les soeurs fâchées (FR)
Me and My Sister (EN)
Аз и моята сестра (BG)
Mig Og Min Søster (DA)
Mig og min søster (DA)
Zwei ungleiche Schwestern (DE)
Oi tsakomenes adelfes (EL)
Las Hermanas Enfadadas (ES)
Las hermanas enfadadas (ES)
Jag och min syster (FI)
Siskoni ja minä (FI)
Nővérek haragban (HU)
Zanga de Irmãs (PT)
Eu si sora mea (RO)
Недовольные сестры (RU)
Jag och min syster (SV)
Les soeurs fâchées (XX)
Me and My Sister (XX)";"FR";"2004";"Alexandra Leclère";"2 041 004"
"Au nom de la terre (FR)
Au nom de la terre (EN)
In the Name of the Land (EN)
Au nom de la terre (FR)
Au nom de la terre (PT)";"FR / BE";"2019";"Edouard Bergeon";"2 030 597"
"Safari (FR)
Сафари (RU)
Safari (XX)";"FR";"2009";"Olivier Baroux";"2 020 563"
"La Beuze (FR)
La beuze (FR)
A cucc (HU)
Крутые перцы (RU)
La beuze (XX)
The Dope (XX)";"FR";"2003";"François Desagnat
Thomas Sorriaux";"2 016 837"
"Boule & Bill (FR)
Bill & Buddy (EN)
Billy & Buddy (EN)
Boule & Bill - Zwei Freunde Schnief und Schnuff (DE)
Ελεύθεροι για πάντα (EL)
Vili & Bill (FI)
Boule et Bill (FR)
Bollie en Billie (NL)
Cão Que Ladra Não Morde (PT)";"FR / BE / LU";"2013";"Alexandre Charlot
Franck Magnier";"2 013 799"
"Fiston (FR)
Arte da Sedução (PT)
Fiston (XX)";"FR";"2014";"Pascal Bourdiaux";"2 003 211"
"Mariages! (FR)
Marriages! (EN)
Бракове (BG)
Eine französische Hochzeit (DE)
Jein, ich will! (DE)
¡Matrimonios! (ES)
Tartós kapcsolat (HU)
Casos e Casamentos (PT)
Свадьба (RU)
Mariages! (XX)";"FR";"2004";"Valérie Guignabodet";"2 000 548"
"La vie d'Adèle (FR)
Blue Is the Warmest Colour (EN)
Adèle's Life (EN)
Blue Is the Warmest Color (EN)
Синият е най-топлият цвят (BG)
Život Adéle (CS)
Zivot Adèle (CS)
Adèles liv - Kapitel 1 & 2 (DA)
Blau ist eine warme Farbe (DE)
I zoi tis Adele (EL)
Η ζωή της Αντέλ (EL)
La vida de Adèle (ES)
La vida de Adèle - Capítulos 1 & 2 (ES)
La Vida de Adele (ES)
Adele’i elu (ET)
Adelen elämä: osat 1 ja 2 (FI)
Adelen elämä - osat 1 & 2 (FI)
Adèlen elämä: Osat 1 ja 2 (FI)
Blå är den varmaste färgen (FI)
Blå är den varmaste färgen - kapitel 1 & 2 (FI)
La vie d'Adèle - chapitres 1 et 2 (FR)
La vie d'Adèle - Chapitre 1 et 2 (FR)
Le bleu est une couleur chaude (FR)
Adelin život (HR)
Adél Élete 1-2.Fejezet (HU)
Adéle élete - 1-2. fejezet (HU)
La vita di Adele (IT)
La vita di Adele - Capitoli 1 & 2 (IT)
Aderu, burû wa atsui iro (JA)
Gajang Ttatteutan Saek, Beullu (KO)
The Warmest Color, Blue (KO)
Adelės gyvenimas. I ir II skyrius (LT)
Adeles gyvenimas. I ir II skyrius (LT)
Zils ir vissiltākā krāsa. Adele: 1. un 2. daļa (LV)
Zils ir vissiltaka krasa (LV)
Plavo je najtoplija boja (ME)
Сината е најтопла боја (MK)
Blå er den varmeste fargen (NO)
Życie Adeli: Rozdział 1 i 2 (PL)
Życie Adeli - Rozdział 1 i 2 (PL)
Azul é a Cor Mais Quente (PT)
A Vida de Adèle (PT)
A Vida de Adèle: Capítulos 1 e 2 (PT)
Adèle: Capitolele 1 & 2 (RO)
Жизнь Адель (RU)
Život Adéle (SK)
Zivot Adéle (SK)
Adelino Življenje (SL)
Adelino zivljenje (SL)
Plavo je najtoplija boja (SR)
Blå är den varmaste färgen - Kapitel 1 & 2 (SV)
Blå är den varmaste färgen (SV)
Mavi En Sicak Renktir (TR)
Життя Адель (UK)
La vie d'Adèle (XX)
Blue Is the Warmest Colour (XX)
La vie d'Adèle - Chapitre 1 et 2 (XX)
La vie d'Adèle - Kapitel 1 & 2 (XX)
Kakhol hou ha'tzeva ha'kham be'yoter (XX)
Abi garmtarin rang ast (XX)
Adèle's Life (XX)
Blue Is the Warmest Color (XX)";"FR / BE / ES";"2013";"Abdellatif Kechiche";"1 992 678"
"Brice 3 (FR)
Brice contro Brice (IT)
Супер Брис (RU)
Brice 3 (XX)
Brice 3 (XX)";"FR";"2016";"James Huth";"1 985 751"
"La Belle Époque (FR)
La belle époque (EN)
La Belle Epoque (EN)
La Belle Époque (EN)
Славни времена (BG)
Tenkrát podruhé (CS)
Die schönste Zeit unseres Lebens (DE)
Die Schönste Zeit unseres Lebens (DE)
Ραντεβού στο Belle Epoque (EL)
Belle Epoque (ES)
La belle époque (ES)
La belle époque - elämämme kaunein aika (FI)
La belle époque (FR)
Boldog idők (HU)
Fagra veröld (IS)
La belle époque (IT)
Nuostabi epocha (LT)
Den skjønne tiden (NO)
Poznajmy się jeszcze raz (PL)
La Belle Époque (PT)
Прекрасная эпоха (RU)
Yeni Baştan (TR)
Прекрасна епоха (UK)
Кафе бажань (UK)
La belle époque (XX)";"FR / BE";"2019";"Nicolas Bedos";"1 979 981"
"RRRrrrr !!! (FR)
Праисторически закачки (BG)
Grrrrr!!! (EL)
Grrrrr!!! Proistorika eglimata (EL)
Γκρρρ!!! Προϊστορικά Εγκλήματα (EL)
Caverrrnicola (ES)
¡¡¡Caverrrrnícola!!! (ES)
RRRrrrr!!! (FR)
RRRrrrr!!! (PL)
RRRrrrr!!! Na Idade da Pedra (PT)
RRRrrrr!!! (PT)
RRRrrrr!!! (RO)
Миллион лет до нашей эры (RU)
RRRrrrr!!! (TR)
RRRrrrr!!! (XX)";"FR";"2004";"Alain Chabat";"1 975 548"
"Jet Set (FR)
Jet Set (ES)
A nagymenő (HU)
Wielki swiat (PL)
Светские львы (RU)
Jet Set (XX)";"FR / ES";"2000";"Fabien Onteniente";"1 948 623"
"Azur et Asmar (FR)
Azur & Asmar: The Princes' Quest (EN)
Azur & Asmar (EN)
Azur & Asmar: The Princes' Quest (EN)
Azur und Asmar (DE)
Azur & Asmar (DE)
Azur kai Asmar (EL)
Αζούρ και Ασμάρ (EL)
Azur y Asmar (ES)
Azur i Asmar (ES)
Azur & Asmar (FI)
Azur e Asmar (IT)
Azur i Asmar (PL)
As Aventuras de Azur e Asmar (PT)
Azur Si Asmar (RO)
Азур и Азмар (RU)
Azur & Asmar (SV)
Det magiska landet (SV)
Azur et Asmar (XX)
Azur and Asmar (XX)
Azur & Asmar: The Princes' Quest (XX)";"FR / BE / ES / IT";"2006";"Michel Ocelot";"1 947 386"
"Monsieur Batignole (FR)
Мосю Батиньол (BG)
Monsieur Batignole - Held wider Willen (DE)
Una razón para vivir (ES)
Monsieur Batignole (ES)
On pouvait pas savoir... (FR)
Edmond Batignole (HU)
Pan Batignole (PL)
Senhor Batignole (PT)
Чужая родня (RU)
Monsieur Batignole (XX)";"FR";"2002";"Gérard Jugnot";"1 942 078"
"Cloclo (FR)
My Way (EN)
My Way - Ein Leben für den Chanson (DE)
My Way - Ein Leben für das Chanson (DE)
My Way (EL)
My Way - O Mito Além da Música (PT)
My Way (PT)
Мой путь (RU)
My Way (SV)
Benim Yolum (TR)
Клокло (UK)
Cloclo (XX)
Cloclo: la légende de Claude François (XX)
Be'darki shelly (XX)
My Way (XX)";"FR / BE";"2012";"Florent-Emilio Siri";"1 941 394"
"Largo Winch (FR)
Heir Apparent: Largo Winch (EN)
Largo Winch: Deadly Revenge (EN)
The Heir Apparent (EN)
The Heir Apparent: Largo Winch (EN)
Ларго Уинч (BG)
Largo Winch - Tödliches Erbe (DE)
Largo Winch - Tödliches Erbe in 3D (DE)
Largo Winch (EL)
Largo Winch (ES)
Largo Winch (HU)
Largo Winch - Az örökös (HU)
Largo Winch (IT)
Largo Vinčs: Apdruadētā Impērija (LV)
Largo Winch - O Império (PT)
O Invencível - Largo Winch (PT)
Ларго Винч: Начало (RU)
Largo Vinč (SR)
Largo Winch (SV)
Largo Winch (TR)
Largo Winch (XX)
Largo Winch (XX)
Largo Winch (XX)
Ni un paso atrás (XX)";"FR";"2008";"Jérôme Salle";"1 928 700"
"Stars 80 (FR)
Stars des années 80 (FR)";"FR";"2012";"Frédéric Forestier";"1 925 342"
"Just Visiting (EN)
Гости от миналото (BG)
Návštěvníci: Cesta do Ameriky (CS)
Just Visiting - Mit Vollgas in die Zukunft (DE)
Oi perastikoi (EL)
Οι Περαστικοί (EL)
Dos colgados en Chicago (ES)
Locos visitantes (ES)
Dos colgados en Chicago - Los visitantes cruzan el charco (ES)
Külalised (ET)
Just visiting (FI)
Just visiting - kuokkavieraat keskiajalta (FI)
Les visiteurs en Amérique (FR)
Reszkess Amerika (HU)
Reszkess, Amerika! (HU)
I visitatori alla conquista dell'America (IT)
L'ultimo guerriero (IT)
My Lovely Fiancée (JA)
My Sweet Fiancée (JA)
Atvykeliai (LT)
Goscie W Ameryce (PL)
Goscie w Ameryce (PL)
Os Viajantes do Tempo (PT)
Visitantes na América (PT)
Пришельцы в Америке (RU)
Navstevnici 3 (SK)
Návstevníci: Cesta do Ameriky (SK)
Posetioci osvajaju Ameriku (SR)
Çilgin konuklar (TR)
Прибульцi в Америцi (UK)
Just Visiting (XX)";"FR / US";"2001";"Jean-Marie Poiré";"1 917 728"
"Double zéro (FR)
French Spies (EN)
Agenti nula nula (CS)
Apo ti Gallia me agapi (EL)
Espias super secretos (ES)
Espías súper secretos (ES)
Eriti mõttetud mehed (ET)
Kémek krémje (HU)
Agente 000 (PT)
Agentes 000 (PT)
Agentes Duplo Zero (PT)
Agentii Zero-Zero (RO)
Два нуля (RU)
Double zéro (XX)";"FR / GB";"2004";"Gérard Pirès";"1 914 867"
"L'école buissonnière (FR)
The School of Life (EN)
School of Life (EN)
El rey del bosque (ES)
La escuela de la vida (ES)
A Escola da Vida (PT)
Livets skola (SV)
Hayat Okulu (TR)
L'école buissonnière (XX)
L'école buissonnière (XX)
The School of Life (XX)";"FR";"2017";"Nicolas Vanier";"1 914 054"
"Swimming Pool (EN)
Baseinat (BG)
Басейнът (BG)
Bazén (CS)
Swimming Pool (DE)
H pissina (EL)
I pisina (EL)
La piscina (ES)
Swimming Pool (ES)
Swimming Pool: juegos perversos (ES)
Juegos perversos (ES)
Bassein (ET)
Uima-allas (FI)
La piscine (FR)
Swimming Pool (HU)
Uszoda (HU)
Swimming Pool (JA)
Baseins (LV)
Basen (PL)
Swimming Pool - À Beira da Piscina (PT)
Swimming Pool (PT)
Piscina (RO)
Бассейн (RU)
Bazén (SK)
Bazen (SL)
Bazen (SR)
Swimming Pool (SV)
Havuz (TR)";"FR / GB";"2003";"François Ozon";"1 900 701"
"Nine Lives (EN)
Mr. Fuzzypants (EN)
Девет живота (BG)
Voll verkatert (DE)
Εννιά ζωές (EL)
Mi papá es un gato (ES)
Siete vidas, este gato es un peligro (ES)
Siete vidas: Este gato es un peligro (ES)
Üheksa elu (ET)
Ma Vie de Chat (FR)
Les neuf vies de M. Boule-de-poil (FR)
Ma vie de chat (FR)
Devet života (HR)
Kilenc élet (HU)
Níu Líf (IS)
Una vita da gatto (IT)
Mar tesha neshamot (IW)
Devyni gyvenimai (LT)
Meneer Pluizenbol (NL)
Jak zostac kotem (PL)
Virei um Gato (PT)
Aqui Há Gato! (PT)
Nouã vieti (RO)
Девять жизней (RU)
Devet života (SR)
Dokuz Canli Bay Tüylü (TR)
Mi papá es un gato (XX)
Bo tôi là mèo (XX)
Nine Lives (XX)
Ma Vie de Chat (XX)
Meneer Pluizenbol (XX)
Les neuf vies de M. Boule-de-poil (XX)
Mar tesha neshamot (XX)";"FR / CN / CA";"2016";"Barry Sonnenfeld";"1 900 494"
